"","gene_name","module","color","kME_grey","kME_oligo1","kME_oligo2","kME_oligo3","kME_oligo4","kME_oligo5","kME_oligo6","kME_oligo7","kME_oligo8"
"FHIT","FHIT","grey","grey",0.428238670335311,0.38692322116499,0.229200297415254,0.445860609389104,0.323968886929346,0.417673322769793,0.4050477000758,0.364071520139791,0.0624637667101562
"PTPRG","PTPRG","oligo8","yellow",0.00959392139510462,0.0136417720514681,0.00674966559627507,-0.00106438513667792,0.0148434039162351,0.00435579011941636,-0.00470884239977016,0.010082290111904,0.115711311532621
"CADPS","CADPS","oligo8","yellow",0.0128063374630197,0.0148189219552416,0.0178104393073718,0.00242224700068711,0.00918129848247452,0.0106293820561409,0.00679525380698456,0.015651716760282,0.152607282108281
"THOC7","THOC7","grey","grey",0.0879581267122553,0.0738522269609078,0.06653644325559,0.0792069345865497,0.0629074788184424,0.0743659244085428,0.06653522854919,0.0646550253383803,0.0212770183434925
"PRICKLE2","PRICKLE2","grey","grey",0.0846138155765112,0.0808957338014024,0.0430870958740763,0.0836339160928921,0.0700682584112609,0.0820285658201928,0.0794272043562793,0.0842052393842426,0.0293133532342751
"MAGI1","MAGI1","oligo1","brown",0.324071304126542,0.334668468955963,0.189100829276815,0.317053317513834,0.274050423438592,0.29615010762002,0.305625149934448,0.263718444311065,0.0732454418005689
"SLC25A26","SLC25A26","grey","grey",0.165956000040901,0.147815531287601,0.0935478262994245,0.164754288327151,0.127763187652232,0.141842291862636,0.135651932965063,0.117258230616161,0.0281918722509984
"LRIG1","LRIG1","grey","grey",0.187445407558348,0.177165722408631,0.136629241019159,0.1665440581131,0.134101242423252,0.171928447728372,0.14684913497547,0.167200468067172,0.0387096652068045
"SUCLG2","SUCLG2","oligo1","brown",0.157566719329507,0.170642789202225,0.0888950023225636,0.141086547099678,0.126498255048351,0.160944240892507,0.126710857225409,0.155216085521883,0.0293024548997405
"SUCLG2-AS1","SUCLG2-AS1","grey","grey",0.0896138055995449,0.0826030555252025,0.0597944504549447,0.0795535378375315,0.0724145819386926,0.0921426150424078,0.083511348436295,0.0887500868830168,0.0217337174418283
"FAM19A1","FAM19A1","oligo8","yellow",0.0258835929943989,0.0358246158802494,0.00951771703339534,0.0144427811390525,0.0275408733629895,0.0311108575632727,0.0265428379461951,0.0390156539807746,0.0874445604031434
"FAM19A4","FAM19A4","grey","grey",0.158520567319172,0.142389418084957,0.0936260104373737,0.161083092580955,0.127956785282559,0.129651434019549,0.154463184722241,0.116630993870077,0.0207703402055346
"TMF1","TMF1","grey","grey",0.154748691963313,0.133652432844652,0.121254292992494,0.14018591787265,0.102690250732722,0.128250665212516,0.108664942462085,0.113238585062746,0.021131421116692
"UBA3","UBA3","grey","grey",0.179172320386514,0.161780928427459,0.125294008810277,0.172234513968951,0.129707589644159,0.149230130799456,0.136381950754233,0.131750809502372,0.0286666141704595
"ARL6IP5","ARL6IP5","oligo2","blue",0.165723212375737,0.13268597520214,0.234303937107928,0.138427105250176,0.0993652698967978,0.122000119170008,0.108307581858359,0.118120666642336,0.0569771217059526
"FRMD4B","FRMD4B","oligo4","pink",0.496998763946376,0.500108667145207,0.284686479630329,0.506200629334331,0.495556684411604,0.480132616898323,0.509707215502579,0.453493622940638,0.065105346754383
"MITF","MITF","grey","grey",0.248283320153492,0.224864944548619,0.156243858210179,0.228342923247573,0.177982492087046,0.236777645474774,0.190128619265997,0.210137803059891,0.0439145662089136
"SAMMSON","SAMMSON","grey","grey",0.0517893869382588,0.0506552825376177,0.0347495559477866,0.0554836201511601,0.0508353648892007,0.0500563652468581,0.0621094456603719,0.0453669904691335,0.0142051448907074
"FOXP1","FOXP1","grey","grey",0.342130976266239,0.321646492011154,0.183371131254456,0.325268487194311,0.258553262580907,0.326930666494804,0.270456096191245,0.300938616845967,0.0630515190011191
"EIF4E3","EIF4E3","grey","grey",0.0994040492799945,0.101131524037756,0.0651006304806926,0.0999393394766941,0.0812865191354848,0.084234387786671,0.107700832130835,0.0787329068985221,0.0240576578374993
"LINC00877","LINC00877","oligo5","black",0.233287151638878,0.240430597168976,0.154770761997204,0.228393340621182,0.194707105302753,0.261309981543012,0.26542123700707,0.244254583751433,0.0230743150441347
"LINC00870","LINC00870","oligo2","blue",0.0739102236430396,0.0678233194567303,0.102083884944895,0.0509947874291769,0.0365083034229846,0.0692315425397982,0.0693579208254131,0.0774965438843945,0.0133585070788688
"RYBP","RYBP","grey","grey",0.382176502833453,0.343433248649225,0.256024044276883,0.365436571247438,0.284386860706461,0.355971735285026,0.315745748384848,0.328990677236165,0.0504115461102689
"SHQ1","SHQ1","grey","grey",0.132517924506326,0.119514443173826,0.0751894295079227,0.126800068823368,0.0980810866831244,0.118683904303887,0.111111530914035,0.103482231034493,0.0240590904630806
"GXYLT2","GXYLT2","grey","grey",0.174389082217658,0.154276182893425,0.120507443857282,0.180303817919562,0.147466594546607,0.145450895444403,0.174878059179837,0.130174048961209,0.0299653848080646
"PPP4R2","PPP4R2","oligo3","turquoise",0.266122023921804,0.236422832932978,0.168362432069294,0.284863724090098,0.210970306197115,0.233247638232108,0.216449712416782,0.188311718265292,0.0361631549802075
"CNTN3","CNTN3","grey","grey",0.0274781330647339,0.0320203340406798,0.00388862212371145,0.0205799786890807,0.00663068059394519,0.0297473100986329,0.0044977150429959,0.0288340518705019,0.0584132013200347
"ZNF717","ZNF717","grey","grey",0.15738688911875,0.142995324412472,0.0915244084096139,0.157510402341823,0.118166957701598,0.1344549370165,0.131400864630536,0.117788054693361,0.0167006774689463
"ROBO2","ROBO2","oligo8","yellow",-0.0213252673767371,-0.00453679041158991,0.00642751651128406,-0.0394306015099874,-0.00619601807804711,-0.0133835345898594,-0.0101267229386267,0.00488196021188431,0.243669608223077
"ROBO1","ROBO1","grey","grey",0.368565623934007,0.335494027921132,0.208865852041965,0.343413173606742,0.253333181451105,0.383487792608474,0.275177453542334,0.370525762409369,0.0520644474672847
"GBE1","GBE1","grey","grey",0.143938993903667,0.136525625984079,0.0987211089680354,0.121268969634451,0.0999272131020307,0.145068085689588,0.116507313482262,0.146280012144024,0.0375209013999961
"CADM2","CADM2","oligo7","green",0.453126849307343,0.424218242379615,0.316675429966726,0.349982645352711,0.312277570288194,0.502269829001355,0.294097970351236,0.556968831140454,0.0946985127179974
"AC107204.1","AC107204.1","grey","grey",0.108451983096887,0.0951757063363867,0.0629770730116562,0.104907892643985,0.0790499914920658,0.102974912615209,0.106807505089495,0.0846087022339333,0.0188924759413837
"CHMP2B","CHMP2B","grey","grey",0.130863886527667,0.108259355155872,0.124965265126228,0.130446639214875,0.089732501687942,0.0955034149492131,0.123302638650556,0.0761770849868892,0.0256651104434067
"CGGBP1","CGGBP1","grey","grey",0.201899938413365,0.167524060640331,0.186327659348802,0.174275442854547,0.124344387604338,0.174088447723143,0.143603845898732,0.162266081638197,0.0318112682140845
"ZNF654","ZNF654","grey","grey",0.166747467255541,0.139219809691536,0.111227904068214,0.158326977903821,0.115176837267181,0.145621710463868,0.129597991227772,0.124913634132038,0.0266357029421319
"C3orf38","C3orf38","grey","grey",0.14345584130023,0.134636055919079,0.112345713035021,0.135574760113219,0.118650688571934,0.123038742676262,0.118859033538038,0.113380018613731,0.0262785629850632
"EPHA3","EPHA3","oligo7","green",0.120394572179204,0.107118823621515,0.0989755817328157,0.0730391498917913,0.0564378068264412,0.164817821516915,0.070927924225033,0.218224666894046,0.0307548913278585
"ARL13B","ARL13B","grey","grey",0.129017366493069,0.11875159291221,0.0927225222908849,0.104965638717545,0.0948527587576533,0.117976748697808,0.107771305401603,0.114041210886634,0.0343459294471609
"DHFR2","DHFR2","grey","grey",0.0670723610640591,0.0571016831366537,0.0713897668183516,0.0535901571369804,0.0397867328744851,0.0553774578240794,0.0450371859933908,0.0533824664327317,0.011747290400845
"NSUN3","NSUN3","grey","grey",0.135004105318099,0.126398665702386,0.0946709816210481,0.11176985588423,0.0967696560232316,0.12461053992174,0.117051336802948,0.125061168648117,0.0165840100211991
"EPHA6","EPHA6","oligo8","yellow",-0.000902405283129744,0.0121064388379288,-0.000684950869565129,-0.0170028813568796,0.00538525446958438,-0.00469310042994666,-0.00815879040397138,0.00292417475152772,0.124960562418643
"ARL6","ARL6","grey","grey",0.097514933244827,0.0811553710690363,0.0664602410741253,0.0890017568255375,0.0662695500051866,0.0792226294678215,0.0702568276938197,0.0726924630425706,0.0242697956058982
"CRYBG3","CRYBG3","oligo3","turquoise",0.28892079765532,0.247316400349032,0.144167959529276,0.344678454702767,0.232120419324396,0.23640750733883,0.296372709027664,0.162920296872058,0.022831385629006
"RIOX2","RIOX2","grey","grey",0.0788469013568794,0.0720465555857923,0.0595705848981019,0.0671968567725274,0.0506049674982872,0.0669526710228205,0.0597310481976324,0.0680730234769584,0.00907714492886284
"CLDND1","CLDND1","oligo2","blue",0.399628331650661,0.356540094890297,0.542523656060497,0.314571945725378,0.239294914302029,0.327639185198876,0.294025372884188,0.331787209930418,0.054658972026289
"CPOX","CPOX","grey","grey",0.320907753881778,0.303535265517524,0.200829044040101,0.320727293960281,0.253146763019837,0.275580285557331,0.285450942713159,0.238442121797802,0.0569656257192061
"ST3GAL6","ST3GAL6","oligo7","green",0.146681567662496,0.156200682513531,0.1097242831312,0.0590115963978144,0.0701355724627963,0.202980879634002,0.0420955507883727,0.285963984444191,0.0473145441226065
"DCBLD2","DCBLD2","grey","grey",0.125431560419677,0.107787450758284,0.0589397596898753,0.117686108579952,0.0802813240517623,0.122892435338651,0.0711132782834731,0.11586943371018,0.0234691819568174
"CMSS1","CMSS1","grey","grey",0.190714711111817,0.177281875096836,0.104909174123478,0.173072366589754,0.146316059033604,0.181872018538723,0.15136891320986,0.176717249398499,0.0394122765811572
"FILIP1L","FILIP1L","oligo2","blue",0.0920281419408583,0.0596685409956886,0.147226265532654,0.0665255081344939,0.0456533887606309,0.0583642691914172,0.0584242348334733,0.0580936307897922,0.0270852764360711
"TBC1D23","TBC1D23","grey","grey",0.160230926918806,0.139325105565162,0.112600819861508,0.149373172928392,0.11207855026773,0.13552608986313,0.113794322082923,0.118101814765584,0.0314802965290533
"TOMM70","TOMM70","grey","grey",0.102661595931429,0.0859121698816464,0.101609009407357,0.0888267705461789,0.0607472996890564,0.0780279501168292,0.072660221987656,0.0746466365336021,0.0230267024818626
"TFG","TFG","grey","grey",0.143713814277137,0.130740810304569,0.102148131704388,0.126250417832425,0.0995349432449677,0.129784142707243,0.118023635309041,0.121889329379663,0.0333653606300647
"SENP7","SENP7","grey","grey",0.25246086112272,0.231227924801068,0.144023553242684,0.239984488738765,0.189302641865003,0.230375165662521,0.205547468765716,0.215455014892637,0.0438517221176163
"PCNP","PCNP","grey","grey",0.156200968870878,0.129254424266686,0.130888053529485,0.140146669561243,0.0986622761430828,0.131404574320232,0.106474429174013,0.117237586268065,0.031289860669064
"ZBTB11","ZBTB11","grey","grey",0.135448266580552,0.118773413402601,0.0971341106788689,0.120753095834232,0.0927797011111969,0.108493829765336,0.0953522092594848,0.0982100584072513,0.0322948496594848
"CEP97","CEP97","oligo3","turquoise",0.213235933201335,0.178877261528685,0.138797363290341,0.219469937748802,0.153158888709885,0.181346734988911,0.159018435783941,0.155040028287328,0.0217548085270859
"NXPE3","NXPE3","grey","grey",0.293086443971661,0.268461124380506,0.20513718565109,0.28572182542496,0.228807875787698,0.25820197019726,0.254636955332123,0.237343889099718,0.0456784872486601
"NFKBIZ","NFKBIZ","oligo3","turquoise",0.185017586396757,0.154319757838499,0.109537853219699,0.221000714118751,0.154561161416633,0.137423870837893,0.159762773292292,0.099065571658817,0.0131925291164131
"ALCAM","ALCAM","oligo3","turquoise",0.43465674188379,0.394044015536876,0.256304411004213,0.443770125182262,0.320115074968867,0.430600306644091,0.361441880656345,0.384881220697008,0.0531623735692328
"CBLB","CBLB","grey","grey",0.20886757446839,0.192444739793777,0.124205047139097,0.194941367958761,0.151742765865255,0.194555408992704,0.165303078820535,0.183421733906643,0.0369316176892178
"LINC00882","LINC00882","grey","grey",0.29258340084564,0.271661665989002,0.163602977085113,0.295117064756499,0.217420795246208,0.286186880562598,0.271190086699111,0.251803851016543,0.0487026035700016
"DUBR","DUBR","oligo5","black",0.312516386153118,0.285768007620536,0.163410335126943,0.305923658601024,0.220109108888254,0.359271698923121,0.258873681001952,0.30191312500632,0.045870941142799
"AC063944.1","AC063944.1","oligo5","black",0.178362820320696,0.158473695520013,0.121759103879298,0.148136895620433,0.0975291502739139,0.226685953113993,0.119814231132882,0.194639541689893,0.0269451137463797
"BBX","BBX","grey","grey",0.342545561309083,0.312119559982199,0.21910741502572,0.339909919549854,0.247754089451954,0.316072942825093,0.286048861110249,0.276945588564682,0.0419238486810226
"CD47","CD47","grey","grey",0.25435251217101,0.239376211391851,0.22416023525724,0.223014686235523,0.175115283791584,0.225352404477821,0.214765610644952,0.21689447068962,0.0507726983020687
"IFT57","IFT57","grey","grey",0.0669128337313039,0.059343094615683,0.0481442827628596,0.0628936520295775,0.0474167958395147,0.0523538245318606,0.0437562934620048,0.0489158102262394,0.0248483564507658
"DZIP3","DZIP3","oligo2","blue",0.199985494689867,0.189254310453735,0.143573245625536,0.175465805109505,0.137774962216916,0.195237893488351,0.18136319041259,0.194535546794459,0.0460267677279094
"NECTIN3-AS1","NECTIN3-AS1","grey","grey",0.0697320720655883,0.0775401696201379,0.0527521574228271,0.0480465021623305,0.0546659509711783,0.075999050759391,0.0637952807584322,0.0799144187199291,0.0211128810663204
"NECTIN3","NECTIN3","grey","grey",0.142279828595983,0.136151761364867,0.085878632609721,0.121769787733483,0.106422514190911,0.138141482781185,0.116808520925678,0.138581778589975,0.0407492717125229
"ABHD10","ABHD10","grey","grey",0.080009270569028,0.0712422667827969,0.0683901416997115,0.0679015108862819,0.0561233173335104,0.066917841613013,0.0600103435863859,0.0604727413504138,0.0232534166416487
"CD200","CD200","oligo2","blue",0.107904036836633,0.0962215162507934,0.107718070625199,0.0811601217804469,0.0622817147249962,0.111311729935815,0.0694156085365594,0.130236515888082,0.0221468931060851
"ATG3","ATG3","grey","grey",0.113334749719859,0.10257558506618,0.100620959848006,0.100151584360031,0.0843970170630613,0.0947528242412386,0.0962676907072234,0.0890123131478354,0.0197974732618244
"SLC35A5","SLC35A5","grey","grey",0.145822813269083,0.117562177022801,0.154188892412281,0.126581234265658,0.0892524535717627,0.112152806561197,0.100779368225947,0.106040935446354,0.0157552839981164
"GTPBP8","GTPBP8","grey","grey",0.0932983333014166,0.0776938633569846,0.060084896530409,0.0886341275571254,0.0680161842661926,0.0848483760700277,0.0728749792686178,0.074117355228585,0.0183742012812783
"NEPRO","NEPRO","grey","grey",0.0934932288261254,0.0801700403000434,0.0853342681745485,0.0808900003653619,0.0601503203819393,0.0806756221726088,0.0810914448732489,0.0712010200506417,0.0164369447568913
"AC078785.1","AC078785.1","grey","grey",0.0906084436385437,0.0878521044300971,0.0539647266674425,0.0866952680708861,0.0759903902306167,0.0900439806099186,0.0924360517021338,0.0839947779384676,0.0181714570554912
"CFAP44","CFAP44","grey","grey",0.100894068987172,0.0845570513656507,0.0506064052463398,0.096566805526156,0.0578004650089739,0.0889798043313385,0.0614684793493932,0.0758369563005412,0.0159409095864604
"USF3","USF3","oligo3","turquoise",0.120520198890484,0.101892945648998,0.0690497047329863,0.12321327450918,0.0860273674625289,0.093825966910572,0.0861238039301928,0.0716105506671299,0.0136385467831809
"NAA50","NAA50","grey","grey",0.123973299121637,0.110863693732143,0.0834505646476913,0.111811926368371,0.0874574308889912,0.112846039304866,0.0888443860454738,0.0974580033856692,0.0385325739781061
"ATP6V1A","ATP6V1A","grey","grey",0.142460260111269,0.128820372954009,0.111579757219104,0.127227635205817,0.104372399861771,0.112334842980529,0.115467938238832,0.106629647021528,0.0423259649413779
"CCDC191","CCDC191","grey","grey",0.123328808226049,0.107213740659157,0.0825956934527932,0.113756134316706,0.0925197635618296,0.10686467033577,0.111284653923324,0.0997799719779959,0.0142729525280202
