"","gene_name","module","color","kME_oligo1","kME_grey","kME_oligo2","kME_oligo3","kME_oligo4","kME_oligo5","kME_oligo6","kME_oligo7","kME_oligo8"
"CMC2","CMC2","grey","grey",0.142520387887462,0.155022302447922,0.122806628767152,0.0770278824841993,0.0786756921636104,0.125865183086037,0.0960545825165291,0.0932216656733273,0.0560242961844143
"ATMIN","ATMIN","grey","grey",0.0969783211811394,0.107467289981691,0.127952296579859,0.0973316126086303,0.050204214752443,0.0848156038263924,0.063976238483024,0.0642474791696313,0.0520491755370582
"GAN","GAN","grey","grey",0.114652073016428,0.153692717633045,0.0921163521330053,0.0619621928490546,0.10029251902381,0.141718028679406,0.0768291449483311,0.0837760806959864,0.0681998690754932
"CMIP","CMIP","grey","grey",0.199943506678467,0.214859250047926,0.125513006156733,0.0656768774620388,0.132892490412684,0.175702394393482,0.126370228539332,0.129826663858123,0.0755350884788993
"PLCG2","PLCG2","oligo1","turquoise",0.464205670100383,0.435393764210263,0.406872932527454,0.184743002881123,0.179254036376346,0.249651968021913,0.212212879057178,0.176249586596637,0.13075032439082
"MPHOSPH6","MPHOSPH6","grey","grey",0.106031413495656,0.104531592268071,0.0732271465378036,0.0390005965769233,0.0584861691746608,0.0761920345129526,0.0604600799832368,0.0517407672841855,0.0276963551349068
"CDH13","CDH13","oligo5","blue",0.0652360772435967,0.122006249677881,0.0733922078284675,0.066828320451777,0.0279522631977528,0.134813245912677,0.0589739204997418,0.0740082291503405,0.10703999702123
"AC009063.2","AC009063.2","oligo1","turquoise",0.447592098091954,0.422729021338255,0.294790017058017,0.167506972655948,0.170444345379835,0.309036719356256,0.33561937559335,0.298731807951911,0.217792110442625
"HSBP1","HSBP1","oligo2","brown",0.0917392432473301,0.108115771626981,0.161442690284171,0.113677648652599,0.0583650805453774,0.0814652315423428,0.0388023186300041,0.0340946943711917,0.0236548033558067
"MBTPS1","MBTPS1","grey","grey",0.190397862739933,0.20963259531726,0.142884765298411,0.0764140581350271,0.0856438527103384,0.154136247880326,0.119826069351617,0.110384780923268,0.0998659631094195
"TAF1C","TAF1C","grey","grey",0.0918939757805148,0.10392843773988,0.0927325055020274,0.0512253894831453,0.0425599514854492,0.0768164525910279,0.0615941822932181,0.0588050866659391,0.0387452761539161
"KLHL36","KLHL36","grey","grey",0.0843190524026419,0.0904454191281453,0.0702366470244676,0.0510024709452051,0.0456951945516951,0.071873039498527,0.0515591253008788,0.0542563839851668,0.033711881268598
"USP10","USP10","oligo5","blue",0.129215477770798,0.152167491387373,0.0991706715491004,0.0707968559693142,0.0995905791377011,0.138196972352626,0.0898309971346378,0.0922305155370403,0.0639752871310691
"ZDHHC7","ZDHHC7","grey","grey",0.0721847346020615,0.0815465875275933,0.0628812308631648,0.0501113367562805,0.0403528851654259,0.0632663016216306,0.0528423543133132,0.0544860604773197,0.0342809311355572
"KIAA0513","KIAA0513","grey","grey",0.0750665872628086,0.0982866088621359,0.0705596204392963,0.0492476891861321,0.0810953155628805,0.0843881314565412,0.0353407818725764,0.0483340925601497,0.0139267852231184
"EMC8","EMC8","grey","grey",0.0777706763422182,0.101316842383419,0.0728876229928868,0.0441144353882392,0.0618884174343291,0.0794952411559901,0.038581767958063,0.042008858282157,0.0286963053385044
"COX4I1","COX4I1","oligo3","yellow",0.0581069881219738,0.0684849834341135,0.161382811088606,0.164415570664849,0.0369698294928609,0.0554436080581504,0.0279387774397916,0.0318568593273888,0.00436372694798435
"FBXO31","FBXO31","grey","grey",0.0804511618534386,0.0975877490462933,0.0354090249333456,0.0191950745300604,0.0630804123768111,0.0839683080567044,0.0581127512960012,0.0622526048155788,0.033863605900632
"MAP1LC3B","MAP1LC3B","oligo2","brown",0.126532157006444,0.148671295596581,0.205411013446086,0.145598785301771,0.080901409234235,0.106822479623766,0.0541877598468795,0.0548934962424195,0.0256649163559382
"ZCCHC14","ZCCHC14","oligo5","blue",0.104449665917389,0.149784428844398,0.0713466073306173,0.053116244808047,0.109404300939994,0.153646943689113,0.0680311738470145,0.0867247779134619,0.0680464371060432
"KLHDC4","KLHDC4","grey","grey",0.0972113980472894,0.116217448813534,0.0706387197269632,0.0414563478161405,0.0706797027965838,0.0947704702254152,0.0556614166162786,0.0570073150464385,0.0320618753763698
"BANP","BANP","grey","grey",0.176243918852367,0.199924146731706,0.0977769706551774,0.0511019894191124,0.100015880244068,0.164107632467739,0.1235176142447,0.122627412528571,0.0960264135761724
"ZFPM1","ZFPM1","oligo2","brown",0.0650720267522175,0.0622545980097797,0.109101681806805,0.0816914319552006,0.037533878677468,0.044048339362257,0.0276216319717634,0.0282270972555485,-0.0011213831751705
"ZC3H18","ZC3H18","grey","grey",0.109100752620365,0.1493466912133,0.095285819009911,0.0637103226755373,0.0885849277962812,0.129284098116839,0.0691171315228595,0.0702806499820418,0.0611640037707502
"MVD","MVD","grey","grey",0.0857481434364713,0.0963900662448477,0.092082598595621,0.0811744757857257,0.0888233286025671,0.0953191972163414,0.0542647862389098,0.0650787438690025,0.00432485608524412
"GALNS","GALNS","grey","grey",0.0677766718751562,0.0755460251185393,0.051927708491983,0.0376605763487232,0.0401507187686992,0.067420967785743,0.0574976491602238,0.0527544548963774,0.0456886550610987
"ACSF3","ACSF3","grey","grey",0.119015715408791,0.127432631186098,0.0697041046069053,0.0282749513840285,0.0537160413882304,0.0916834144162362,0.0698130044905713,0.0610880492759999,0.0467674926672553
"ANKRD11","ANKRD11","grey","grey",0.300057400630186,0.352047871853531,0.197979872386647,0.112410727900923,0.209562555535141,0.293809032786952,0.185925859033952,0.195208218734059,0.131846048146768
"SPG7","SPG7","grey","grey",0.156940249721296,0.174655647965391,0.120618860198149,0.0765587149024953,0.0845585091232666,0.138075860872418,0.110356760244315,0.104319124571983,0.0765230795007524
"RPL13","RPL13","oligo2","brown",0.150705206832978,0.173846981252135,0.315273207620747,0.2383769936176,0.0821627328657957,0.11864687489998,0.0640244466087425,0.0574723601220099,0.0395954600689638
"CHMP1A","CHMP1A","oligo2","brown",0.0885368201410726,0.0960092300901765,0.118199563165838,0.0795626917185405,0.0531398501499233,0.0681201210542352,0.039396705899494,0.0334981934970475,0.015680333758492
"CDK10","CDK10","grey","grey",0.08301737510354,0.08821174425761,0.0713938057500051,0.0415673852711395,0.033695845472048,0.0658389549758874,0.05367023499664,0.053486417239156,0.0320760329369124
"VPS9D1","VPS9D1","oligo1","turquoise",0.162797064274188,0.152940291106729,0.121612831978308,0.0681293926421371,0.0521906336583277,0.103758875147095,0.101160564663084,0.0720297378972402,0.0551521472659337
"ZNF276","ZNF276","grey","grey",0.128596250341097,0.138457521545487,0.0961246957756996,0.0581890800480191,0.049258059786899,0.108402887564199,0.0936121806289574,0.0850684122268977,0.0774590454357994
"TCF25","TCF25","oligo4","black",0.240498072359502,0.277790591225521,0.18449577264494,0.0994504218844197,0.212950824408834,0.225212304325429,0.115750454425425,0.124172350652386,0.0738653326516347
"DEF8","DEF8","oligo1","turquoise",0.171348669047277,0.15925380860188,0.138490060380955,0.0622262109218115,0.0758501892449348,0.106289893726906,0.0741633610130036,0.0640424994957167,0.0329615133161141
"FAM157C","FAM157C","grey","grey",0.196038766827064,0.209349000587493,0.122352450443462,0.0539007077960405,0.0720025150241754,0.149710703781262,0.114449481387863,0.0970317996289027,0.0836477831667155
"LINC02193","LINC02193","grey","grey",0.102271451329841,0.112603243176552,0.063344318005196,0.038507293270381,0.063051655220687,0.0928322002861483,0.0681644379240949,0.0710795321850156,0.0522266042459594
"VPS53","VPS53","grey","grey",0.217351983201461,0.258277536575615,0.119217965055909,0.0573487214391164,0.12958386887531,0.209245950359272,0.150469417553705,0.143892137267803,0.124434747462654
"YWHAE","YWHAE","oligo3","yellow",0.188930916972331,0.226248254084786,0.259310028146754,0.220904093044665,0.137520240948323,0.186122689895263,0.0951475880325839,0.104122228376463,0.057113394843315
"CRK","CRK","grey","grey",0.119694229369408,0.147624206399836,0.105081545462391,0.0683322757793108,0.0877568793221139,0.117157794623166,0.0671021735222332,0.0642060402922917,0.0544531557203784
"INPP5K","INPP5K","grey","grey",0.0606116994181883,0.0880882395053595,0.0836753769772663,0.05906532156045,0.0421488798848402,0.0696832342244428,0.0272972323997284,0.024400421727678,0.0222460033523459
"PITPNA","PITPNA","grey","grey",0.0524476914113728,0.0902762334998622,0.0433381178534309,0.0300478078087,0.0539640588613449,0.0827769044154154,0.0333389845727511,0.042655068196166,0.0290444654768075
"PRPF8","PRPF8","grey","grey",0.117077121996291,0.16272274966143,0.15034832380395,0.111967251020293,0.102603304351407,0.136272751187478,0.0586648278248498,0.0602503704109665,0.0387132300433275
"RPA1","RPA1","grey","grey",0.0888931999082567,0.101071361934726,0.0648234040968767,0.0423013517172562,0.0372369100653579,0.0776774857150694,0.0590796856896505,0.0520178628446486,0.0497737443057628
"SMG6","SMG6","grey","grey",0.174714800508586,0.212871370764908,0.0992619844353915,0.0514496975848785,0.127125571643584,0.177585564205549,0.120946890933955,0.120175405523581,0.0880618019031864
"SRR","SRR","grey","grey",0.0822640541190689,0.0890816637242415,0.0400799638502709,0.0166689083952903,0.0374632964907812,0.0720197329570597,0.0556620504034618,0.0549000713954633,0.0416381538049905
"SGSM2","SGSM2","grey","grey",0.0579013856287083,0.0762997496615396,0.0465951258704722,0.0255386126775588,0.0311518545777719,0.0602970916253857,0.042803564146576,0.0387678606069421,0.036394464433689
"METTL16","METTL16","oligo5","blue",0.123823242101863,0.171445738194707,0.0866029993254949,0.0664203293867035,0.0901875723273494,0.166218686351538,0.0952339855387553,0.0954481669682384,0.093847436203255
"PAFAH1B1","PAFAH1B1","oligo5","blue",0.28431537254788,0.329172980853117,0.20936426931212,0.143039354658826,0.189185530978148,0.301183051049895,0.194106532805008,0.204528167260634,0.150367168081918
"SPATA22","SPATA22","oligo1","turquoise",0.160945505622338,0.151319686267172,0.159108354317086,0.104816634254928,0.0527009309116086,0.0935280039586837,0.0774178457835843,0.0596384788140523,0.0415932820155914
"ASPA","ASPA","oligo1","turquoise",0.372073833700355,0.325738354476945,0.267735210091715,0.115930172473873,0.114142274073053,0.196701484784582,0.208691544640403,0.151023265361827,0.14569142214511
"CTNS","CTNS","grey","grey",0.0910317928272518,0.101890953434225,0.0814164056808166,0.0580172420087321,0.0450926265763735,0.0808216174882097,0.0594521694542385,0.0548607646464659,0.0414705765898927
"ITGAE","ITGAE","grey","grey",0.0873446533842419,0.0909688606445562,0.0773097157877124,0.0495750813979141,0.0409315505028741,0.0664951860242296,0.0515810542596965,0.0407139213980717,0.0351370883743785
"NCBP3","NCBP3","grey","grey",0.174183340872849,0.203020638635398,0.138683178181023,0.0783444825353719,0.100490049002458,0.163765565037493,0.102998908499742,0.090585406233647,0.0873023070982166
"ZZEF1","ZZEF1","grey","grey",0.181822609125861,0.223533600597396,0.132054884568985,0.0815116023031187,0.13303183395424,0.19580128572923,0.112910087300065,0.114769405806647,0.0875118317230614
"CYB5D2","CYB5D2","grey","grey",0.129739428460587,0.13255638638428,0.116163848185673,0.0780581710469288,0.0487924857069747,0.0961069435422681,0.0931621132337908,0.0826073932963645,0.0636558208127816
"ANKFY1","ANKFY1","grey","grey",0.165511314062444,0.184364717780401,0.120597612584536,0.077618545952727,0.103595878144398,0.153892265631453,0.108533060623079,0.107860677395886,0.0770696703403858
"UBE2G1","UBE2G1","oligo5","blue",0.183087082443141,0.210754497140342,0.137974162560099,0.0894966777351248,0.153372998200363,0.202697656200273,0.112388139246815,0.124545022458177,0.0709944948043647
"SPNS2","SPNS2","grey","grey",0.199356787645465,0.220628257674415,0.171589831516311,0.10766253247669,0.0834889450548111,0.181518363379098,0.135151552561769,0.122645567278119,0.107788290916658
"PELP1","PELP1","grey","grey",0.0868784007896034,0.104341175882635,0.0929617770487941,0.0745253657861941,0.0649369238711736,0.0891529950270258,0.0557551426136571,0.0602681546945569,0.0452988650439174
"MED11","MED11","oligo2","brown",0.0878848970256941,0.0994262079538689,0.129981838117447,0.0862265014757417,0.03418053611342,0.0671342214907832,0.0436084057039356,0.0363582738611991,0.0308498524134113
"MINK1","MINK1","grey","grey",0.185941856820634,0.194207188046995,0.087021920889897,0.0396919216447354,0.067204757163919,0.157177547902292,0.146183401155091,0.134527072110539,0.11610265059006
"RNF167","RNF167","oligo2","brown",0.0752070666754118,0.0859444505673068,0.132167441429016,0.102099826412877,0.0481043654644603,0.0625397693029856,0.0330869803468215,0.0312869167679849,0.0150555149213834
"PFN1","PFN1","oligo2","brown",0.117774891581782,0.120356976049971,0.209980091827712,0.140880515470906,0.0777498598188335,0.079431126286424,0.0494869075129115,0.0495164980306021,0.0158770584441922
"CAMTA2","CAMTA2","grey","grey",0.0839665279756481,0.0976995099704678,0.0747978211610981,0.0458120551192751,0.0418644166825517,0.0767915285656564,0.0518507499773466,0.0493942907324326,0.0345663080340439
"ZNF594","ZNF594","grey","grey",0.142665404198797,0.147612298845331,0.0986566023929724,0.0482831594266417,0.0596775641475759,0.106855835579152,0.0903611753455806,0.0863883476483798,0.0656638712711138
"AC087500.1","AC087500.1","grey","grey",0.0985406241627679,0.101813414023637,0.0461836587468995,0.0153800966574816,0.0200365984084969,0.0690821995803508,0.0629899339322755,0.0546442910643344,0.0543450618623757
"RABEP1","RABEP1","oligo5","blue",0.231214918252971,0.267426834260825,0.158912221764002,0.103244220340231,0.167399197574422,0.2417435147079,0.158019297328068,0.15949691667624,0.105054612817988
"NUP88","NUP88","oligo5","blue",0.12219210364408,0.153509855880707,0.0909226620555209,0.0647705125359926,0.0899100720836785,0.142741844507129,0.076753098280713,0.0839754343609669,0.0667175596903024
"RPAIN","RPAIN","grey","grey",0.126434330497223,0.140333707188068,0.112612068833183,0.0789551168242121,0.08570770393453,0.118059816032543,0.078716346279376,0.0810164321272781,0.0481001947474312
"DERL2","DERL2","grey","grey",0.0839652494753701,0.103314791633412,0.0895888373561269,0.0712514328194694,0.0591455703733529,0.0847315057374234,0.0519584462437283,0.0558017733218249,0.0437454068975529
"MIS12","MIS12","grey","grey",0.107458433725867,0.114991719297648,0.108495188120929,0.0700680282994767,0.0627450036825119,0.0837996362374635,0.0602727719282572,0.0524265337717819,0.0356966399377982
"WSCD1","WSCD1","grey","grey",0.133878412166985,0.142774779140222,0.11403724635332,0.0840105706252558,0.0686428977794489,0.121209846713419,0.0995854509146591,0.0921043565315993,0.0577221793894323
"ALOX12-AS1","ALOX12-AS1","oligo1","turquoise",0.295690056944345,0.251116136732691,0.158306994380797,0.067395089453976,0.110806720243745,0.160150101117489,0.17199640295558,0.145317740608496,0.0714227881986604
"ACADVL","ACADVL","oligo2","brown",0.115811422905301,0.120032574471573,0.155029357784003,0.0909121566932474,0.0716299568437369,0.0856190056626766,0.0632652737949089,0.0568134779822434,0.0354410236954303
"NLGN2","NLGN2","grey","grey",0.0882812734051917,0.103339843761768,0.0837981142599221,0.0455925819842891,0.0515807202131073,0.0790448053329952,0.0537874874194536,0.0439479540405022,0.0415824428246709
"ZBTB4","ZBTB4","grey","grey",0.132109228594484,0.144988433043924,0.0944789299679889,0.0577489712342414,0.069133175063153,0.115502485279648,0.0861193416882651,0.0789528726818748,0.0599428821578727
"POLR2A","POLR2A","grey","grey",0.0935129388864936,0.117386794082586,0.0966363932218944,0.0704729715532032,0.0681226751423966,0.101934151214188,0.0559331411074661,0.0557498460204328,0.0613532192048352
"FXR2","FXR2","oligo2","brown",0.0922257380542897,0.100905922683891,0.139808707343188,0.0959491243372439,0.0416746544034411,0.0698794452416342,0.055416596377872,0.0501060722264204,0.0390488076235641
"SAT2","SAT2","grey","grey",0.0797070687772131,0.0971404669165941,0.136173657357753,0.0991526832915775,0.0608173315088925,0.0713256507158094,0.0301813661484345,0.0256086939955737,0.00728474131300863
"PER1","PER1","grey","grey",0.132274826190248,0.1527703837032,0.135124779614087,0.087278741901662,0.0703275248891667,0.112394385143789,0.0779023432621402,0.0721816095177265,0.064102015702326
"NDEL1","NDEL1","grey","grey",0.0935592252551783,0.13434836939281,0.0842522422095657,0.0581295891340324,0.102357733364718,0.123842654882084,0.0498905265318339,0.0603168152434584,0.0421128270911609
"MYH10","MYH10","grey","grey",0.0462940293232501,0.060605744274972,0.0399860910449503,0.0389055214409108,0.020066561566576,0.0511246092672227,0.0488542220562762,0.043439934903132,0.0463883708459745
"STX8","STX8","grey","grey",0.224156097139669,0.223211237117145,0.10588246592406,0.0416737647663991,0.11107289389334,0.170535330178225,0.148617332483296,0.139346230817146,0.0918540105895786
"GAS7","GAS7","oligo1","turquoise",0.323010113707075,0.314689756772026,0.219176302591061,0.121626883305222,0.136347128915227,0.236612406591639,0.21866707275706,0.188373166194983,0.153811632870387
"SCO1","SCO1","grey","grey",0.0749316049243157,0.0955999634881554,0.0813680782845982,0.0574986245712148,0.050671889837589,0.0819684589838775,0.0495640767767628,0.0592307985865334,0.0413791723559119
"MAP2K4","MAP2K4","grey","grey",0.337518959807166,0.346201589405377,0.236777510088175,0.155488783401997,0.168011900268888,0.279276584197351,0.252605105830238,0.236610704283851,0.175956714772846
"COX10","COX10","grey","grey",0.103955680042936,0.108742977322633,0.0734761775165513,0.0458097812106743,0.0653826910169807,0.0893321800599901,0.0727994318290732,0.0675041978137025,0.0486512002543743
"PMP22","PMP22","oligo2","brown",0.23967015696058,0.257556942883676,0.394405327460653,0.292947820313246,0.167671387037714,0.197359422512081,0.0945596843180704,0.091503185438605,0.0447394094071108
"TRIM16","TRIM16","grey","grey",0.124197802519452,0.122822740097021,0.0828634674210551,0.0471966377396799,0.0514915458285409,0.0858549930203284,0.0790649494615496,0.057207235748654,0.0497931453488396
"ZSWIM7","ZSWIM7","grey","grey",0.15187115346052,0.161371330163281,0.123988804846341,0.0760665927588307,0.0713447504774251,0.125140684615934,0.103435506025199,0.0919469748497108,0.0717502175860268
"TTC19","TTC19","oligo5","blue",0.176489223021634,0.219449217006277,0.139382570487515,0.0889264352958714,0.122168101774392,0.194598127010976,0.115519583574523,0.119842606721342,0.101414094685789
"NCOR1","NCOR1","grey","grey",0.309447761291919,0.345720797212239,0.240949611497873,0.146967070862404,0.187036567537429,0.28240666279158,0.202837534375064,0.201220659354603,0.159290085869817
"PIGL","PIGL","oligo5","blue",0.118922904157869,0.13398780785894,0.0738464084748122,0.0558083307593537,0.0508941500779371,0.118957099616579,0.112411284283186,0.100789364763737,0.0794478101926371
"UBB","UBB","oligo2","brown",0.170318258409582,0.172991732181411,0.338487429450043,0.243727465230191,0.102728741285873,0.107305511211989,0.0543868112226529,0.0468885719802265,0.00187961317424667
"ZNF624","ZNF624","grey","grey",0.100814670753797,0.0985170112166768,0.0721757104861463,0.045583112647621,0.0362364819563415,0.0723346491827261,0.0677038320876162,0.0618455645148437,0.0431903515754066
"AC098850.3","AC098850.3","oligo1","turquoise",0.293939878426743,0.260404584680125,0.183990161973816,0.0789780306402479,0.13050249364947,0.177345062781158,0.177039738348939,0.150514320679609,0.108334995599035
"MPRIP","MPRIP","grey","grey",0.241106737391885,0.283331933174123,0.188087859504298,0.103444270372932,0.148517771494263,0.219851999469204,0.143230083454983,0.143559578749266,0.126183692042671
"COPS3","COPS3","grey","grey",0.0680887086391499,0.0866213689873439,0.0875609066847844,0.0680239173600503,0.0525133700512807,0.072511027115123,0.0467989405230663,0.0474910973226623,0.0363944672199332
"RAI1","RAI1","grey","grey",0.117835218855665,0.148769739891652,0.0661247679959093,0.0323045023726964,0.0658363632299652,0.126048983735,0.0809786020714842,0.0843936409416617,0.0759546461215085
"SREBF1","SREBF1","oligo5","blue",0.0923767113172796,0.127357901782144,0.118304933781834,0.0934248357148692,0.0595575437544361,0.130589162503532,0.0679360328294122,0.0729776943344812,0.0909891275154636
"TOM1L2","TOM1L2","oligo1","turquoise",0.352902725573989,0.354421205042936,0.179999157138642,0.0590181169663627,0.132905472822858,0.260410029163229,0.229685318302229,0.197250102834912,0.194016682090209
"ATPAF2","ATPAF2","grey","grey",0.0956550019969425,0.109209665558519,0.0649506299726523,0.0386428772267799,0.0626570118986987,0.0868503167197305,0.0541096386033118,0.058771543571188,0.0403690409809494
"ALKBH5","ALKBH5","grey","grey",0.142338836259337,0.177975137006877,0.153626181458799,0.107355481888569,0.110207650662219,0.148674106642251,0.0825269065396991,0.0857693867176056,0.0753684017142179
"LLGL1","LLGL1","oligo2","brown",0.122035881394371,0.11266773091814,0.128825948435883,0.0740330720360755,0.0427833444254462,0.0729785144823252,0.0592751872075273,0.0572005775416305,0.0372788823177007
"FLII","FLII","grey","grey",0.0881211092281429,0.112073877266019,0.108462308359918,0.0762626153463811,0.106569540318018,0.103485066990918,0.0424077567409065,0.0479857127673581,0.0141228415427658
"TOP3A","TOP3A","grey","grey",0.0753530119979744,0.102236447388156,0.0645227898181253,0.0387546319660301,0.059000912521965,0.0890941386744206,0.0496277810564371,0.0495351500227232,0.0357616940108676
"SHMT1","SHMT1","grey","grey",0.104414443699391,0.121395653871495,0.0721896470202385,0.0447026477493734,0.0319081664994871,0.101228904439078,0.0827888160643882,0.076759969776931,0.0848086601372397
"ZNF286B","ZNF286B","grey","grey",0.0824065159949137,0.101768716433373,0.0702487588901179,0.046074489349903,0.0579540053855558,0.0884697972256678,0.0591508649047968,0.0623907039461084,0.0394703634557095
"TRIM16L","TRIM16L","oligo1","turquoise",0.164838002016638,0.142969090157777,0.122547599572452,0.06321036518684,0.0815254988829583,0.0962813147186356,0.0791709031151832,0.0682437265811465,0.0170923981176813
"TVP23B","TVP23B","grey","grey",0.0620499600066654,0.083615901644146,0.046859537929203,0.0350950461784135,0.0596227875001774,0.0728907092623684,0.0416926867505107,0.0436103301561474,0.0171725421171207
"PRPSAP2","PRPSAP2","grey","grey",0.174025792520791,0.178938840941841,0.147769642394924,0.100177814724208,0.113127198757072,0.144411283153042,0.0967226770325644,0.0988191098503627,0.0467900103494762
"EPN2","EPN2","oligo5","blue",0.317963814711505,0.36138079497061,0.219625821523421,0.134277922445218,0.107756237702318,0.321770410494414,0.254199602712007,0.237010172895925,0.231730561571097
"EPN2-AS1","EPN2-AS1","grey","grey",0.135331009693126,0.131537273811705,0.121277723501686,0.0712719548165228,0.0397632352905294,0.0914611619426209,0.0846091280648587,0.0681083851372449,0.0655988633771358
"ALDH3A2","ALDH3A2","oligo5","blue",0.110736960156993,0.176357471743215,0.111277841157314,0.087845589925532,0.161258130602119,0.191784456975309,0.0622994922077118,0.100471282775169,0.0901970152398602
"ULK2","ULK2","grey","grey",0.230682550426885,0.222644112988953,0.169649164763258,0.0986632460133254,0.119161864847461,0.163366259638375,0.130311806587556,0.119019260310779,0.0726574145768079
"AKAP10","AKAP10","oligo5","blue",0.189123694975038,0.210144481629936,0.132442765422767,0.0915913620704682,0.092744271598867,0.189587746827684,0.144657361531797,0.147327476255296,0.113530063749436
"SPECC1","SPECC1","grey","grey",0.262204847557922,0.276744889562639,0.15462372308099,0.0759152790209202,0.150176400699881,0.228783404178856,0.168515622454327,0.166434567966469,0.125570342131613
"CCDC144NL-AS1","CCDC144NL-AS1","oligo2","brown",0.0898625644400533,0.0977724271363602,0.167984108183152,0.121452229502967,0.0363218454448773,0.0627828067397823,0.0280539365422111,0.0259955268581404,0.0107597263487811
"USP22","USP22","grey","grey",0.177006918098075,0.206959834443337,0.180242365795154,0.128773533584386,0.10873158991908,0.169911318895169,0.109218450966314,0.110319719886118,0.0899287934727731
"DHRS7B","DHRS7B","grey","grey",0.12949256409986,0.136313561939735,0.0732283892313154,0.0270182654079856,0.046343126522824,0.0942178643042695,0.0856074558830403,0.0678906815666938,0.0605554296666222
"C17orf51","C17orf51","grey","grey",0.0747723650263171,0.0889680378640068,0.0571890812769734,0.0365919763736968,0.0422061795890028,0.0716347536314638,0.0525872258162858,0.0510773336002343,0.0482598285012552
"WSB1","WSB1","oligo3","yellow",0.347413315294503,0.376823589272585,0.354689483909667,0.316162256877734,0.267855444267532,0.345903217792643,0.202325525695276,0.217954802683537,0.0807782848323371
"KSR1","KSR1","grey","grey",0.151012471923751,0.173552294102245,0.0776333456701057,0.0307797729970685,0.0644662333708677,0.13531444238662,0.114614255342258,0.0988356989543695,0.108709941683924
"NLK","NLK","oligo1","turquoise",0.378331691734483,0.387908002658715,0.245722017030299,0.138537554016121,0.227405678880161,0.31519198699823,0.258271033603968,0.234412337736066,0.175000622014656
"IFT20","IFT20","grey","grey",0.0983113302871335,0.103315961662085,0.100524617362121,0.0568311275151067,0.0231610135996023,0.071791988518647,0.0614876395327125,0.0531848972192067,0.0532145163358278
"SARM1","SARM1","grey","grey",0.0721799127632864,0.0877912412452296,0.0384396046940166,0.0214743780024252,0.025935964609663,0.0660293984952632,0.0561845217513248,0.051095415729117,0.0479807806066386
"AC005726.1","AC005726.1","grey","grey",0.0616566880465694,0.0742058980456308,0.0384740608354184,0.0277542113439243,0.0445943465281438,0.0620174740728811,0.0485371919494415,0.050441221210503,0.0343308519787211
"KIAA0100","KIAA0100","grey","grey",0.0923692914035034,0.120221191246416,0.0884789028656324,0.0671603633853662,0.0587189701575582,0.104466223977911,0.0660530104285104,0.0722589548050207,0.0468710480279236
"SDF2","SDF2","grey","grey",0.0621491110878092,0.0819092342732452,0.0928682649983093,0.0774286691198419,0.0504202789136613,0.069464609088339,0.0350423364257802,0.0377219832803722,0.0203890826218258
"SUPT6H","SUPT6H","grey","grey",0.100949691784401,0.149352447291217,0.0919848329384559,0.0650239353127619,0.0958618891562722,0.138060291387327,0.0656834851426148,0.0663385104460883,0.0520696564276682
"RPL23A","RPL23A","oligo2","brown",0.0634807432810781,0.0922609729989578,0.16804808003668,0.125173385507197,0.0462357738888585,0.0709051713906714,0.0181968359002007,0.0225990534521923,0.0174985534077988
"TRAF4","TRAF4","grey","grey",0.0568972952054223,0.0742494231095459,0.088856240767208,0.0682121426025952,0.0433790039019886,0.0672103443212844,0.0428604382316683,0.0360708691529279,0.0261697256784438
"FAM222B","FAM222B","oligo5","blue",0.174254806052551,0.188329015043736,0.0702957820020551,0.0400809022245892,0.110189140441917,0.172026563664053,0.14233866806919,0.138976099973878,0.0911374379361465
"FLOT2","FLOT2","grey","grey",0.0743477866170196,0.08135898913855,0.0358016935182291,0.0149695674404019,0.0345183920033329,0.0605725474024473,0.0430867694141567,0.045220294291238,0.0283035493853619
"PHF12","PHF12","grey","grey",0.13306789857159,0.158287377373867,0.0904676128031621,0.0513192334350487,0.0757574775197488,0.130869639505162,0.0965849496854754,0.0892962999883162,0.0842946240732281
"MYO18A","MYO18A","grey","grey",0.224220268931801,0.273851771921528,0.134570010924654,0.0736231632963091,0.159607567081219,0.245845237546345,0.160810468993454,0.161055317098285,0.139398900961233
"NUFIP2","NUFIP2","oligo4","black",0.264902482331071,0.31915417493047,0.23398151872315,0.146038065307518,0.275180904739072,0.281359680645336,0.15062842060094,0.157827788540687,0.104622051432429
"TAOK1","TAOK1","oligo5","blue",0.287194207041458,0.339604910337993,0.234426531376931,0.167343687109431,0.223429406107719,0.322705008980432,0.201067119770283,0.205024323907965,0.143360735330348
"ABHD15-AS1","ABHD15-AS1","oligo5","blue",0.0447734806920041,0.0717079037150612,0.0686899410818878,0.0849626497817782,0.0490089901863837,0.0877266496988065,0.0395170834781022,0.0486353951255323,0.0334038597625307
"GIT1","GIT1","oligo5","blue",0.108490479931012,0.134361583724323,0.1214126701489,0.0815491503051145,0.0188232021569127,0.115630756151029,0.101110533127775,0.0809223271635332,0.119521707321573
"SSH2","SSH2","oligo5","blue",0.319010664803918,0.368714800368174,0.172520787869832,0.0977611457363322,0.217549082506089,0.345223039697574,0.245677260692289,0.241297447765337,0.21961910660448
"EFCAB5","EFCAB5","grey","grey",0.0479289406677264,0.0627842311710272,0.0355806519645145,0.0335821888762352,0.0262932826041686,0.0607325805554819,0.0504461993814567,0.0460948007454465,0.0495329143010574
