"","gene_name","module","color","kME_oligo1","kME_grey","kME_oligo2","kME_oligo3","kME_oligo4","kME_oligo5","kME_oligo6","kME_oligo7","kME_oligo8"
"PSMA5","PSMA5","grey","grey",0.0828419809958009,0.106333103180246,0.0968718780943124,0.0713182347741707,0.0650326518308255,0.0955441026519366,0.0483766127667729,0.0508726600002597,0.0364517355507423
"CYB561D1","CYB561D1","grey","grey",0.0825569068254727,0.0999323639024645,0.0852286659358546,0.0554397692759835,0.0315515832588191,0.0714234067702455,0.0585533848035978,0.0460880638542133,0.0509065765820977
"GNAI3","GNAI3","grey","grey",0.113555935697745,0.148790010491324,0.108027993053951,0.081143848478776,0.0996519404169264,0.129617027263214,0.0675395097608285,0.0755161147209873,0.0460226582409785
"AMPD2","AMPD2","grey","grey",0.0774371180912458,0.084358041729207,0.0919309348978398,0.0708529743376306,0.0389240964627883,0.0659318834111676,0.0535070753438482,0.0473199445104744,0.0248376329415315
"CSF1","CSF1","oligo1","turquoise",0.170719088564937,0.16139654699037,0.153994269589148,0.0955123607116778,0.108333526731486,0.122380864119719,0.0782165369232036,0.0874986704484776,0.0120575913612371
"AHCYL1","AHCYL1","grey","grey",0.133199763369261,0.168155760174193,0.164354845327493,0.1168265661141,0.0923504597664746,0.135665802943987,0.072711054241199,0.0698545922168657,0.0515658414526384
"STRIP1","STRIP1","grey","grey",0.07847236024673,0.099345948554391,0.069065655898636,0.0472012440736801,0.064243406935727,0.0881054523597701,0.0457440479372628,0.0506650473119985,0.03000763817408
"RBM15","RBM15","grey","grey",0.0711872989546649,0.0910238395069205,0.0748301738715411,0.0497122234726033,0.0550370135535875,0.0738121142353326,0.050594442079656,0.0472270294795513,0.0416104951173426
"LAMTOR5","LAMTOR5","oligo2","brown",0.0866426950985658,0.0935160919064515,0.157588786460391,0.11550768722875,0.0600768049403542,0.0641850788060147,0.0307071255541704,0.0308789231865441,0.0100086153276981
"LRIF1","LRIF1","grey","grey",0.112305058544599,0.11748595691359,0.0994124693137246,0.0585961292116594,0.0638962850628128,0.0849359078022141,0.0500039078454841,0.0543188004207554,0.0252579230273583
"DRAM2","DRAM2","grey","grey",0.134618926930225,0.139277269947056,0.105227560623241,0.0676502253372427,0.0626287010296312,0.108258471377723,0.0770965515936855,0.0760581567670463,0.0586685158704815
"CEPT1","CEPT1","grey","grey",0.160610018223011,0.175240941343382,0.137903023751388,0.0891475430588169,0.0918733687571758,0.138608516853543,0.105915616090967,0.101488529886106,0.0839611641606504
"ATP5PB","ATP5PB","grey","grey",0.076682411878957,0.0896625747876999,0.121980949554776,0.109897268971988,0.0576843687878577,0.0658518019667933,0.0406835808663253,0.0442602721176674,0.0160791957533742
"RAP1A","RAP1A","oligo5","blue",0.238817739759712,0.292551906326256,0.211933911381558,0.141445020848861,0.209984955993254,0.2746011272933,0.14536843217679,0.153514943173467,0.115036022871489
"CTTNBP2NL","CTTNBP2NL","oligo4","black",0.09938818082714,0.141258326798018,0.078424536397065,0.0488628782023769,0.229584476613378,0.154032869929472,0.033255018050883,0.0513366826303814,-0.0139709355597946
"WNT2B","WNT2B","grey","grey",0.0548451523121487,0.0736848170628774,0.0470268931197068,0.0437512347759388,0.0697262345178462,0.0758945173924312,0.0352479560306247,0.0391819262520157,0.00690581760068385
"ST7L","ST7L","grey","grey",0.202613072380381,0.213819483730925,0.137530427657788,0.0752919453552136,0.0950297185526178,0.169450651882891,0.142208770970022,0.126201469027566,0.108058395109254
"CAPZA1","CAPZA1","oligo5","blue",0.162979621300996,0.193396559748061,0.14873863529853,0.10510736565427,0.119841452216014,0.17415762850848,0.104331082440193,0.110902551093817,0.0691062200384323
"SLC16A1","SLC16A1","grey","grey",0.0580135082326812,0.0848934597830589,0.0829502147112236,0.0743550878894722,0.0431919903512275,0.0786766877786341,0.0542220090296635,0.0468481449723503,0.0585391968504476
"SLC16A1-AS1","SLC16A1-AS1","grey","grey",0.198696730087764,0.207341910579535,0.079902683656561,0.0263557266445517,0.0986401602367798,0.167427545987929,0.149505226512268,0.133489992481825,0.10827438258557
"AL357055.3","AL357055.3","grey","grey",0.0766907588902522,0.0822633774204586,0.0576017194506669,0.0413843431130463,0.0345839793538601,0.064292592353429,0.0476941031436506,0.048599393926505,0.0258999721949395
"LRIG2","LRIG2","grey","grey",0.184906463886447,0.186749667714675,0.148940904649821,0.0991988326752501,0.0932143249355531,0.142197907090184,0.115289529467939,0.10294196339865,0.0601495047047149
"MAGI3","MAGI3","grey","grey",0.129285791268438,0.129083583537817,0.117522926494929,0.0693725562039248,0.100515689653491,0.0927756088740934,0.0533199823292984,0.0684850066659057,0.00140035901689213
"RSBN1","RSBN1","grey","grey",0.125615181373687,0.140916091333726,0.112459899205587,0.0741646595225626,0.0686413585126462,0.109908827807594,0.0842691561235679,0.0760287222096595,0.0555390923017202
"HIPK1","HIPK1","grey","grey",0.0894756213545831,0.120479314578519,0.111245987561674,0.091106969667792,0.0714423324964237,0.106872131394595,0.0544393085974196,0.0624766621510105,0.0441876110830959
"TRIM33","TRIM33","oligo5","blue",0.176302544209405,0.206010290465985,0.136735332938663,0.0971677118820496,0.124173467271501,0.191964898610432,0.119505626772075,0.127280864914583,0.0898153452150355
"BCAS2","BCAS2","grey","grey",0.0679438408978859,0.0933532221709304,0.0744606105803689,0.0505401358665949,0.0775376822696951,0.0841367801866593,0.0259313614362059,0.0415573852603343,0.0158567404315678
"CSDE1","CSDE1","oligo3","yellow",0.173594635608654,0.201567358582895,0.213715708495387,0.183945088355486,0.119599498638863,0.169328394505186,0.0993287650960358,0.104348574014661,0.0746493001056008
"SIKE1","SIKE1","grey","grey",0.0905983338313947,0.108047510685693,0.0925295372911646,0.069529946470062,0.066659503450028,0.0871560019883542,0.056477439757139,0.0538907929777123,0.0333944201401375
"SLC22A15","SLC22A15","grey","grey",0.363137691470899,0.352567144863077,0.202526880404908,0.0849616921106846,0.140026040933151,0.272535840967637,0.258029659262796,0.229358843737393,0.203938226768115
"ATP1A1","ATP1A1","oligo5","blue",0.0751600794014657,0.152752574736252,0.166667222471844,0.164661040598624,0.233355869498526,0.194604354566924,0.00840248226992705,0.0589833576715015,-0.0275428804881217
"TTF2","TTF2","grey","grey",0.100835250406635,0.118742891543518,0.0712060035335763,0.0337714221937656,0.0557919971847992,0.0898612210467556,0.0590515880912308,0.0559835220606386,0.0628338229043106
"MAN1A2","MAN1A2","grey","grey",0.226826734730091,0.235108886080836,0.160977541919341,0.0958156534386176,0.118394076797253,0.188267094091092,0.167208530990588,0.144974424874619,0.118972758022583
"GDAP2","GDAP2","grey","grey",0.127901193939817,0.14232035280349,0.0988313145890738,0.0531280886588925,0.0741371432118053,0.107660114867709,0.079904236829628,0.0734751836190879,0.0534815751650019
"AL359915.2","AL359915.2","oligo1","turquoise",0.250356601976274,0.234743870303332,0.148321150826034,0.0713694362502845,0.1121650599873,0.161767721542147,0.16681336417388,0.152712664623102,0.101482243816227
"PHGDH","PHGDH","oligo3","yellow",0.126622153230762,0.131357433633601,0.205379899010652,0.194184666892321,0.0383454946971175,0.097285481872545,0.0955879257837793,0.0829281601912424,0.0636026717257363
"SEC22B","SEC22B","oligo2","brown",0.13241872074952,0.161116967732929,0.15146744640014,0.0931666252625951,0.102600615935917,0.133744964888254,0.0732512201937883,0.0752153738591699,0.0504902355040277
"LINC00623","LINC00623","oligo5","blue",0.069372437754138,0.0868837317346628,0.0513798133062583,0.0402475954846298,0.042532787760295,0.0819494525815704,0.0580840485417503,0.0590580993254652,0.0541152913816183
"SRGAP2C","SRGAP2C","grey","grey",0.103449970140149,0.118295570666751,0.100905547382438,0.0687895053834962,0.041802495919606,0.0897107942832784,0.0706480503233083,0.0653434756257903,0.0728177199450615
"AC244021.1","AC244021.1","oligo1","turquoise",0.096157374465338,0.0804913870004469,0.0331553124506295,-0.0129642772772275,0.0235004978243673,0.0368867144519449,0.0541932706449163,0.0402570472580282,0.0549626302088737
"FP700111.1","FP700111.1","oligo1","turquoise",0.205331380462171,0.184727146608225,0.113719979567578,0.0368350630353354,0.092080615818888,0.11742193684313,0.0960842937285738,0.0899189024995221,0.0373890475927637
"SRGAP2B","SRGAP2B","oligo5","blue",0.0372513734298468,0.0613983305165329,0.0378421707052012,0.0412306484965072,0.0421186292498096,0.0712498616045584,0.0330058299713778,0.0425509759950932,0.0430781695436138
"GPR89A","GPR89A","grey","grey",0.0824169106239495,0.100515492542636,0.0662099137355075,0.0537041327390634,0.0566572228268665,0.089877873299408,0.0528560380696275,0.0579004652152868,0.0426772643300248
"RNF115","RNF115","grey","grey",0.161060903902071,0.180143304682492,0.0904251866626025,0.0564726196312914,0.0889154320041534,0.156910004656467,0.127114559797908,0.119694236432521,0.0910890497622658
"RBM8A","RBM8A","oligo2","brown",0.0840315266676747,0.107535154624559,0.131055450882556,0.0899056877201251,0.0647730816684498,0.0834147732507437,0.0362591215473653,0.0357934982692957,0.0301782637051922
"TXNIP","TXNIP","oligo1","turquoise",0.303664692706999,0.25740280644493,0.328580757720476,0.176065732987476,0.0811591394890699,0.127375168274389,0.116313475961299,0.0819466887561993,0.0548607807280503
"NBPF12","NBPF12","oligo1","turquoise",0.239888324686342,0.231591290723268,0.172398871984259,0.0980437351020622,0.124343869371883,0.166612499364997,0.122500608492198,0.109743728795227,0.0484180887508192
"PRKAB2","PRKAB2","grey","grey",0.134302289617171,0.139316938882251,0.109816696542746,0.07153184905402,0.0720839500383561,0.102777195721701,0.081959653172568,0.0798601435565524,0.0438168845478137
"AC242426.2","AC242426.2","oligo1","turquoise",0.230924228789678,0.201351089304643,0.180589181428416,0.10756491360173,0.112479905449458,0.127077533870779,0.11593644048003,0.103357523999754,0.0296268557687629
"FMO5","FMO5","oligo1","turquoise",0.327955967671237,0.256932469841153,0.227180860528236,0.116952322840907,0.168374339296799,0.153533277022018,0.162141972900767,0.13944301158156,-0.00763233959508865
"CHD1L","CHD1L","oligo1","turquoise",0.265391733005997,0.254119911166011,0.17849383145383,0.100814088894114,0.172642534545632,0.199190726529552,0.151651363569321,0.143887051685115,0.0574565026728488
"BCL9","BCL9","grey","grey",0.117044870119778,0.120912403623897,0.0740170421887126,0.0344882751523031,0.0511886996856672,0.0920427091684959,0.0800606418196705,0.0659099312654967,0.0598210362543629
"ACP6","ACP6","grey","grey",0.0987440673927317,0.0936323879149523,0.0601768049915272,0.0355941955257898,0.038608196379683,0.0703145458884891,0.0634241270067073,0.0621879243292262,0.0384185769409739
"GPR89B","GPR89B","grey","grey",0.125544114670574,0.130820360658731,0.0870950656292803,0.0615072156865418,0.0820104023618342,0.106428040779907,0.0602147053880927,0.0663109819049128,0.0135298624463105
"NBPF11","NBPF11","grey","grey",0.138167328332556,0.133093028629879,0.0907480814861269,0.0513047595502467,0.0718568977928598,0.0967139310631628,0.0804360727105488,0.0653188193334753,0.0248614005736708
"AC239809.3","AC239809.3","oligo1","turquoise",0.364773814235519,0.304670350966437,0.228992530899009,0.0994737188385141,0.184829440391489,0.200560192283489,0.169066757192902,0.144991775826902,0.0243812834594151
"PDE4DIP","PDE4DIP","oligo4","black",0.337262699419342,0.348767063027587,0.259753269035753,0.164325494806377,0.316810283884144,0.293607314309735,0.185456285721669,0.192919858265432,0.0918847955539771
"AC245297.3","AC245297.3","oligo5","blue",0.261348632952566,0.281607220126735,0.131897014497197,0.0904123178424702,0.128307024510884,0.268168739558579,0.236222112280921,0.22848851044798,0.20888829313515
"SV2A","SV2A","oligo5","blue",0.032097853091332,0.0476874907039692,0.0638650495889269,0.0738127999599865,0.0523042582661317,0.0593183695034842,0.0240547485002173,0.0354951336129422,0.0158817913299641
"OTUD7B","OTUD7B","grey","grey",0.31043433789977,0.340557392479281,0.228265887060994,0.144968058588492,0.204235891190136,0.293091591790093,0.212252152471746,0.210607518827425,0.141562843218082
"VPS45","VPS45","grey","grey",0.153823939086777,0.176439025251769,0.0918645350456052,0.0499325486359399,0.0867800674301823,0.14894276818122,0.121343566434557,0.10939196270853,0.0934312452932931
"MRPS21","MRPS21","grey","grey",0.0812419601921131,0.0899657832510294,0.0878137798288561,0.0664593002642697,0.050951495678746,0.0698355400505788,0.0491995051047588,0.0440485992686269,0.0240202987237776
"PRPF3","PRPF3","grey","grey",0.120934911598417,0.16093677672133,0.107868998886697,0.0651402193727831,0.103197278380824,0.128765332311067,0.0565644262600146,0.0633740885979353,0.0426023377374851
"RPRD2","RPRD2","grey","grey",0.210086869796534,0.231547984453222,0.117398914612838,0.0685868044201159,0.114702678356914,0.195299832783817,0.152546719066253,0.153532194835471,0.112864991418318
"ENSA","ENSA","grey","grey",0.147958451625117,0.182356780755771,0.106365399069527,0.0671165076360193,0.100095612369382,0.155181875178917,0.105043642412732,0.11072989369389,0.0752156978906823
"GOLPH3L","GOLPH3L","grey","grey",0.0904631306960907,0.0992099730069293,0.0634931904570515,0.0424691268031944,0.0524089317683028,0.0818909393853075,0.0602700511019045,0.0563393387785193,0.0299368887354999
"ARNT","ARNT","grey","grey",0.153341306051247,0.172693073736813,0.121679682338453,0.0807114163667515,0.0950486395004036,0.14490548279339,0.10432290394697,0.0979004528766554,0.0712246228083919
"SETDB1","SETDB1","grey","grey",0.0980603637207456,0.116775595556413,0.0706802587799011,0.043338795097434,0.0607130782214183,0.0988625214832565,0.0686701687866325,0.0670317441665351,0.0516172550256225
"CERS2","CERS2","oligo2","brown",0.139838858404315,0.134022918831601,0.260379805300647,0.204510820028194,0.0654650865263664,0.0883233413284285,0.0656760929273153,0.0542587019571519,0.0240897743147455
"MINDY1","MINDY1","oligo1","turquoise",0.147175615248787,0.14269941739224,0.12571882165497,0.0741158831337992,0.0577795997410503,0.102291103428989,0.0964442269552663,0.0822721497795168,0.0537303189168513
"CDC42SE1","CDC42SE1","grey","grey",0.133722102868455,0.157094901383003,0.148132328608804,0.105682055844378,0.100780251420355,0.12315969206464,0.0648845283117314,0.0650972322901179,0.0252569354619126
"GABPB2","GABPB2","grey","grey",0.163910379976649,0.160805212235748,0.0761955797253712,0.0285633466808238,0.0709596708278921,0.117913405079236,0.110624401803714,0.0916050336852073,0.0790828289851576
"PIP5K1A","PIP5K1A","oligo5","blue",0.111328429066575,0.158066638495382,0.0703775515253616,0.0493713563427674,0.105901505273077,0.152647207587918,0.0705707396803129,0.0814904955967865,0.0622396843621038
"PSMD4","PSMD4","grey","grey",0.11779599596371,0.139422290737354,0.100779342455108,0.0643785218931422,0.0799619263050908,0.11164594094808,0.0720254273915279,0.0702887971328944,0.0443853392651106
"PI4KB","PI4KB","grey","grey",0.10119700092128,0.133539093205653,0.100895223879558,0.071425075959135,0.0847863331619905,0.115873826063005,0.0612175174347271,0.0658302469274226,0.0553599155919783
"POGZ","POGZ","grey","grey",0.327794682732993,0.340976389576221,0.20479754686015,0.123861297589048,0.171310956781328,0.275320088804479,0.225640218855925,0.209776673793185,0.145877163323184
"SNX27","SNX27","grey","grey",0.155464416717539,0.178285519572794,0.139204229787628,0.0996996119991333,0.0951752179198909,0.154479946634124,0.119815776711978,0.109420526814574,0.0954615383220048
"THEM4","THEM4","oligo1","turquoise",0.156375188665612,0.155120653638433,0.104739979966666,0.0411941819526979,0.0541709541497247,0.110171102071676,0.10558038966581,0.095565136351128,0.0914783022948476
"S100A6","S100A6","oligo5","blue",0.0200427061472974,0.0742037660702589,0.13576572788758,0.165939611774843,0.0938850088073831,0.104457107710996,0.039117947229133,0.0637640469303361,-0.00541957112489529
"CHTOP","CHTOP","grey","grey",0.12821519571586,0.158968101743619,0.132521994361442,0.0866579693174533,0.0913885139876391,0.13086732514728,0.0881045826632541,0.0859512491833713,0.0665431520970972
"ILF2","ILF2","oligo3","yellow",0.0403270272989007,0.0704196266772985,0.109750765220425,0.112208425721095,0.0550933166374164,0.0629541345586603,0.014644909924732,0.0234502563597754,0.00842626093991453
"INTS3","INTS3","grey","grey",0.152617979062889,0.167593991948816,0.112970427814374,0.0683543697023019,0.0808484270111623,0.132840787461926,0.101046505690978,0.10032146059874,0.0751771049352044
"GATAD2B","GATAD2B","oligo5","blue",0.195762425034354,0.239087165694439,0.108882629524328,0.0809161970068023,0.142408691027376,0.251005806571719,0.165883680365633,0.17674631847933,0.126210982220177
"DENND4B","DENND4B","grey","grey",0.125534186460403,0.144507304746236,0.105102960506753,0.0678022382053878,0.0698040636739824,0.122771175343904,0.0903917200098186,0.0945648525534355,0.0630361985669804
"JTB","JTB","oligo2","brown",0.0628811407305797,0.0726370142184708,0.137325112495806,0.111031726948863,0.0363225492385012,0.0516869230950107,0.0348356251933419,0.0337182344511421,0.0207630440052025
"NUP210L","NUP210L","oligo5","blue",0.0782942506932923,0.113791022049159,0.119248535311141,0.110843449223295,0.0696307589616216,0.108502559383379,0.0396276178832113,0.0414277207655359,0.0121725116015102
"TPM3","TPM3","grey","grey",0.0846171676079628,0.12215254573909,0.0907872767369562,0.0637123230588983,0.0913515278967877,0.113718779509299,0.0461784469552876,0.0553456741198038,0.0184493954211802
"C1orf43","C1orf43","grey","grey",0.123598235255635,0.14837442047636,0.151905007555721,0.111671703765091,0.0803077729580554,0.117771760547093,0.0660525556380786,0.0691569600176073,0.0414558647527778
