"","gene_name","module","color","kME_grey","kME_oligo1","kME_oligo2","kME_oligo3","kME_oligo4","kME_oligo5","kME_oligo6","kME_oligo7","kME_oligo8","kME_oligo9","kME_oligo10"
"SLC7A6OS","SLC7A6OS","grey","grey",0.113800417947851,0.068715219287761,0.0582279417240118,0.0946629265802324,0.10627674687379,0.0928984147277991,0.073542372195138,0.104474953784506,0.0557670029070437,0.0996754196303332,0.0753085231047345
"PRMT7","PRMT7","grey","grey",0.140141228551078,0.0554522094022241,0.0495833182615716,0.121675187167395,0.139941675418548,0.141231596722859,0.0653186428677771,0.120783246341127,0.0618741102971571,0.127741043479801,0.109791982510848
"ZFP90","ZFP90","grey","grey",0.177774960863752,0.0908126831026978,0.0722769754495182,0.158585074096553,0.173217652332819,0.152941383049558,0.101379150511906,0.168901163534913,0.0763895791221468,0.164747550981641,0.133699193354104
"CDH1","CDH1","grey","grey",0.162116094804911,0.0680700657803288,0.0616125640020119,0.12409777775308,0.167693883415751,0.155513909241486,0.0913778897083168,0.154973940514389,0.0634986106216253,0.142458880801533,0.110730533312173
"TANGO6","TANGO6","grey","grey",0.200787630625736,0.0804031393115317,0.0658835085434941,0.166541454442849,0.198097384258912,0.177620101595734,0.107084140891501,0.186123691114764,0.0835800834312053,0.17914819598066,0.142771397818801
"CHTF8","CHTF8","grey","grey",0.0982262460094534,0.0598055057609871,0.0473201732731199,0.0780075158236064,0.0953504560768922,0.0821211058762846,0.0698921080840596,0.0942428288733681,0.0390504377522681,0.0859454487555118,0.0623811644784818
"VPS4A","VPS4A","grey","grey",0.0956533189653523,0.0970759975993433,0.0859372947946153,0.079076790670602,0.0789431322781951,0.0796972420230087,0.0873962743050788,0.076886402177506,0.0631424564686408,0.0735650118882888,0.0636948508290562
"COG8","COG8","grey","grey",0.0879223087210315,0.0562068074712515,0.0445783982953928,0.0790126769702579,0.0814024568039376,0.0710347715494661,0.0643715499558845,0.0785178946489042,0.0423908801376442,0.0777816710488503,0.0630138584743836
"TERF2","TERF2","grey","grey",0.156234522281961,0.0788297004529256,0.0641497851101135,0.135865367741069,0.151434050957259,0.139516707008283,0.088838082046102,0.14278653234819,0.066052412533317,0.14133419446941,0.113952620302549
"CYB5B","CYB5B","grey","grey",0.155091831869151,0.087439656062196,0.0745912367056255,0.14324496259981,0.148421783214748,0.145393851830946,0.0842967122291713,0.137777207614624,0.0784831776561074,0.140072795580262,0.131528047826333
"NFAT5","NFAT5","grey","grey",0.32904297763908,0.159550986991361,0.125685826267723,0.292112250833156,0.323727432837756,0.275303324531376,0.192630237141975,0.316299823669168,0.126555072220557,0.305854759781868,0.241606579482704
"WWP2","WWP2","grey","grey",0.252771715527395,0.120959459454909,0.0942634729945996,0.198843695347609,0.251546126928271,0.207482402239982,0.15634443345516,0.24444552285816,0.0847881197246971,0.225956561068391,0.155409874815674
"PDPR","PDPR","grey","grey",0.170212712966955,0.103000038476989,0.0794999542377912,0.134188682006046,0.16215803572136,0.139373036292717,0.121305823594916,0.15180922935362,0.0655764750765798,0.14215688008598,0.10716519759741
"EXOSC6","EXOSC6","grey","grey",0.135661300266382,0.110846579435123,0.0839404031357824,0.111144748605827,0.121232569261173,0.0962145102053299,0.108025682538866,0.126743680446141,0.055012962368442,0.115218334572762,0.0830600460011912
"AARS","AARS","grey","grey",0.14382989263459,0.125106497443795,0.106347244319134,0.115822657038909,0.122924009224008,0.110295415328048,0.117609591499607,0.121662229984188,0.0755267724211935,0.116577485235763,0.0873835164853063
"FUK","FUK","grey","grey",0.0978252423481722,0.0618868647640547,0.0498693565708854,0.0809700001394158,0.0877461720053931,0.0769666518404292,0.0645188242523199,0.0885502725678019,0.042284019704983,0.0831418423748311,0.0652091809086668
"COG4","COG4","grey","grey",0.136567182543905,0.0816216900154584,0.0739212084407752,0.115021890248703,0.128676737990703,0.109850635960153,0.0817191218698946,0.129338967236762,0.0641841674458548,0.119146973075405,0.0940001105861168
"SF3B3","SF3B3","grey","grey",0.149789482917366,0.0967772313219891,0.0776559740121328,0.131511600894556,0.139386375297333,0.122998255776023,0.102820766095708,0.13747242477411,0.0669444977110698,0.128030036156868,0.105530886591325
"MTSS1L","MTSS1L","grey","grey",0.0993489448112973,0.0691245702646599,0.0574613231594556,0.0981578385326366,0.0925283299489399,0.0877618621502854,0.0637866018109634,0.0864877680481951,0.0534436117256501,0.0968082364241432,0.0866147494854499
"VAC14","VAC14","grey","grey",0.147236915456202,0.0687050175226902,0.051518419728654,0.130137101657041,0.144673491302833,0.123205143957374,0.0899854202032694,0.140060108420898,0.0463797915542056,0.136083695331019,0.10792686451163
"HYDIN","HYDIN","oligo10","magenta",0.263937414880692,0.103342531845687,0.10510055672428,0.299894108851436,0.266366460500495,0.286706138546478,0.105096781885455,0.239157940150981,0.145612284982192,0.270254117613868,0.316279640798833
"CMTR2","CMTR2","grey","grey",0.0980392929600891,0.0773156887119275,0.073700196495237,0.0889079766667298,0.0848942380795495,0.0816759978226275,0.0619492705813574,0.0858977898239789,0.0737862576637384,0.0857529610881796,0.0748577062163867
"PHLPP2","PHLPP2","grey","grey",0.140488402927244,0.0674705838192038,0.0599307349753338,0.134116464425787,0.139348929015404,0.126000659144061,0.0771557139592983,0.125800725808678,0.0589603517035312,0.13178830210717,0.112032898992245
"AP1G1","AP1G1","grey","grey",0.253993032177663,0.132252906409251,0.103269239480212,0.221752541016053,0.250489285649052,0.221704980690117,0.147238187579751,0.240703468385848,0.106070356652918,0.232101202855435,0.184202027945687
"IST1","IST1","grey","grey",0.19064303268036,0.132901921893999,0.110156429988603,0.15746684678136,0.174888164378291,0.150888171352719,0.139169956351388,0.17546447777637,0.0852938012936061,0.164349087904085,0.124069542727818
"ZNF821","ZNF821","grey","grey",0.0898983091959468,0.0553307358135533,0.0552789721554469,0.0796064965807317,0.0824687181592299,0.0892714270601105,0.0521519044568372,0.0704248871023894,0.0653586216242457,0.0778341907676456,0.0720702202779535
"TXNL4B","TXNL4B","grey","grey",0.116779946824254,0.0487536815575207,0.0383988203514978,0.108201605634407,0.116132186963826,0.10540070135736,0.0669704860097736,0.114724101380686,0.0419622297111721,0.10933110671245,0.0926120625226474
"DHX38","DHX38","grey","grey",0.0868694889659323,0.0645366630548613,0.063171127036328,0.0740908345839369,0.0758624207526818,0.0737970121698849,0.0572343724195084,0.0726000504221611,0.0632950754355084,0.0702885096735318,0.0638326771486966
"LINC01572","LINC01572","oligo8","green",0.0674904114210288,0.085513802342134,0.108986467614048,0.0537071842041767,0.0534684801159594,0.0772661303485284,0.0519976840608989,0.0368746946534661,0.169395046535651,0.0472995419657396,0.0528074735313209
"AC004158.1","AC004158.1","grey","grey",0.215423170586638,0.154732899224118,0.139293871850783,0.165934621128107,0.211871618046805,0.178574883008385,0.170323612121393,0.20924753930699,0.119797651426435,0.191586096570905,0.124341443438022
"AC004943.2","AC004943.2","grey","grey",0.0912485542789958,0.0412242789424903,0.0359444977192964,0.071687788755293,0.0882110535288684,0.0787494054218047,0.0488727127796581,0.0739300183936815,0.0366361448401357,0.0762877494140732,0.0565519706552081
"ZFHX3","ZFHX3","grey","grey",0.125470711698215,0.0633658459023916,0.0643221776271577,0.109233938650385,0.119867754251441,0.124719315284211,0.0635941484469375,0.0982989096066646,0.072891984575763,0.105923380547796,0.0999354784189736
"AC138627.1","AC138627.1","grey","grey",0.147265312796536,0.0462658483622886,0.0415791733879782,0.134897924400983,0.154935938157123,0.165618538582881,0.0566315894660175,0.12778470634709,0.0776521889386616,0.136551326126434,0.127394417339357
"PSMD7","PSMD7","oligo2","red",0.0940861029251713,0.139596202612871,0.154818038924598,0.0759519753647167,0.0669196125010933,0.0702098153732384,0.0997171563768458,0.0673834009234727,0.0891878217837583,0.0697329711313537,0.0590530581216483
"GLG1","GLG1","grey","grey",0.329850338657788,0.165556452541778,0.137907770342079,0.312169569082413,0.322340969708797,0.288958401517665,0.1944888226491,0.310994147438667,0.137185256969549,0.312823234084612,0.26752071091356
"RFWD3","RFWD3","grey","grey",0.1051292488188,0.0480317705846106,0.0432633004494606,0.0911589352885154,0.103308964603914,0.0944935836474179,0.0555991892797503,0.0988052645094763,0.0497859337645176,0.0967843704558438,0.0776944501695633
"FA2H","FA2H","grey","grey",0.449545883462369,0.232965050448208,0.194138052659275,0.42441554043743,0.445002559692564,0.406601059094449,0.26896151663673,0.4207495325639,0.177904836142792,0.434759982680625,0.363929645829888
"WDR59","WDR59","grey","grey",0.278043259415678,0.130551219054011,0.108133095667644,0.247971123787675,0.269861464614901,0.240975351079504,0.158871782666043,0.261609271282945,0.115324659821482,0.255310163493148,0.211746406702015
"ZNRF1","ZNRF1","grey","grey",0.135494479343388,0.0691684586252879,0.0488295678361748,0.122367618622115,0.130878772925226,0.106280888190011,0.0763252779033785,0.130676889265199,0.0454466250226883,0.130887584148469,0.0918631878415286
"BCAR1","BCAR1","grey","grey",0.181023413509231,0.117674430341715,0.0913387255409358,0.165291192426437,0.17487061183954,0.161600616522657,0.132609310456617,0.156796236714924,0.0696966433164145,0.168321269926692,0.137962046531516
"CFDP1","CFDP1","grey","grey",0.218704843297224,0.109014082647192,0.0959645866904783,0.199229233297977,0.214626578648068,0.187485288269801,0.121525616713382,0.205417124228147,0.0904956587785426,0.201018601271789,0.166081391740016
"CHST6","CHST6","grey","grey",0.114501977571811,0.075136568433309,0.0666635510507295,0.122068397171086,0.105809239944466,0.108210816560501,0.0760367217107769,0.0961183922131608,0.0669016202926607,0.108481464476897,0.10988947747138
"AC009163.1","AC009163.1","grey","grey",0.0616215209477916,0.061054014729493,0.0780198814566156,0.0741767935534326,0.0464459270241734,0.078613329670133,0.0269664150585056,0.0283104125031518,0.105490324373076,0.0547101016182328,0.0779199600444153
"GABARAPL2","GABARAPL2","oligo1","turquoise",0.115185156139694,0.285806676719655,0.240402324528294,0.0727121617433591,0.0645172922053662,0.059145582247168,0.172791710696837,0.07992080597363,0.139706460803889,0.0669668823539349,0.0393519699209979
"ADAT1","ADAT1","grey","grey",0.11256256487629,0.0594885870533189,0.0540246070179236,0.102238370994081,0.107265268816337,0.105667401296365,0.066066128634838,0.101725944212195,0.0590544281689498,0.102264624820812,0.0910032224222695
"KARS","KARS","grey","grey",0.0868163234057868,0.072779246801844,0.0589297396936777,0.0649075347754481,0.0735931242135317,0.0671733137764067,0.0696871558251857,0.073047742076521,0.0424532062548645,0.0704867485345413,0.0520112089765817
"TERF2IP","TERF2IP","grey","grey",0.237557167475878,0.165355499461483,0.151788830045385,0.21092791016833,0.220172207928426,0.234251903305922,0.151344475067805,0.196816805555649,0.14120319194992,0.201866557719065,0.184845920191697
"CNTNAP4","CNTNAP4","oligo4","blue",0.472352604979548,0.206501858361721,0.184339032251819,0.450091886619023,0.479581046395446,0.422010836635534,0.227804020633727,0.459316927019102,0.202583159159904,0.458056554265972,0.393475432696213
"AC104151.1","AC104151.1","grey","grey",0.161572315798335,0.0768557279314128,0.0631243707768535,0.149053313651486,0.158008505263073,0.13948646909088,0.0861039164837826,0.158650423734345,0.0628323215369504,0.152163558406835,0.127173095503646
"ADAMTS18","ADAMTS18","oligo5","yellow",0.148770168129962,-0.00966452724235917,0.00741685134560938,0.172242535079212,0.168607528132293,0.208022487195844,-0.0126531519806572,0.121482942276818,0.0876849754978775,0.160482408713077,0.175770046558947
"WWOX","WWOX","oligo7","pink",0.457545553639211,0.193426354111471,0.131722586240034,0.383827375389353,0.463971617416913,0.355213464084134,0.270231290516556,0.507430134908969,0.13566498458807,0.424131251074522,0.295577758348473
"AC046158.1","AC046158.1","grey","grey",0.0435032922446591,0.0486272254863605,0.0566765060355228,0.0346054967399732,0.0314009050475184,0.0290820224038188,0.0222620797618562,0.0396266566370986,0.0776741624135319,0.0307448365444467,0.0249489324024032
"CMC2","CMC2","grey","grey",0.186886009960717,0.11710359139954,0.107151103369359,0.154138468902811,0.176452016371016,0.163680473039499,0.1102436709228,0.165920480814215,0.104703344602422,0.161261088289279,0.134069748371082
"ATMIN","ATMIN","grey","grey",0.133101849918452,0.130124266184565,0.107546484544377,0.105280554507094,0.116930440403035,0.0963452574774272,0.126283472056545,0.11834964781922,0.0561943918001342,0.107770270034001,0.0737611724496259
"GAN","GAN","grey","grey",0.160499291407259,0.0877502030779005,0.0630762300775681,0.128674191356186,0.155448488760627,0.122404831393639,0.109356981933008,0.153129343009599,0.0506976765806253,0.140817231767232,0.097194682955337
"CMIP","CMIP","oligo3","brown",0.196694308279001,0.0951879703479201,0.0815383226303339,0.225016150077979,0.192062702148072,0.185133548240608,0.110111393893266,0.174922732668448,0.0904436239854785,0.198767287916244,0.19277496381226
"PLCG2","PLCG2","grey","grey",0.264102343233433,0.225512127412426,0.16999634782961,0.224769971580755,0.234297152128832,0.149503938923024,0.22996358476591,0.261950164016892,0.0759097025699059,0.229303301406748,0.125545465143704
"MPHOSPH6","MPHOSPH6","grey","grey",0.105747061686236,0.0651502291950313,0.0587967237711774,0.09279674008965,0.101193778104251,0.0913880522780862,0.0572743051933883,0.0932364884575665,0.0558951367409973,0.0923856442712768,0.0799376764263405
"CDH13","CDH13","grey","grey",0.161633605736027,0.0809320544389927,0.0777426117183577,0.12125099407389,0.153113634040846,0.139814006461876,0.0891485184050491,0.141215087034512,0.120182279591221,0.12142337511442,0.0988362395479298
"AC009063.2","AC009063.2","oligo7","pink",0.405064343209224,0.232675010665861,0.170997024783323,0.378994147477991,0.388824469197972,0.289951204928918,0.286625432059904,0.461280094368969,0.135944587511875,0.397280190150868,0.297381206892505
"HSBP1","HSBP1","oligo1","turquoise",0.102613194600045,0.157045792320909,0.120211642415758,0.0718855948054039,0.0779019339642508,0.0595849575857084,0.119589836645053,0.0852290350864859,0.060403875826468,0.0751634523140759,0.0441401132367741
"MBTPS1","MBTPS1","grey","grey",0.207298729540046,0.105095382902556,0.079035088360746,0.176099344262276,0.199708528599382,0.166744298525209,0.124279768523424,0.195861159967303,0.0823729017161841,0.183390008077289,0.140033762871368
"TAF1C","TAF1C","grey","grey",0.0908149243403561,0.0529236836965651,0.0426265381356552,0.0773980627472165,0.0825002043779325,0.0778996822483921,0.0592754096643191,0.0813706162059748,0.0399523134345092,0.0776621654667458,0.0658513738885989
"KLHL36","KLHL36","grey","grey",0.0999536764889715,0.062017847486131,0.0446059685546255,0.0842031386987767,0.0907432156279632,0.0754404973822531,0.0775311790897303,0.091942324474174,0.0308905032390492,0.0850425517298626,0.0658819254348492
"USP10","USP10","grey","grey",0.180933388608586,0.097010424852562,0.0770613178132818,0.157519112667644,0.174598612429881,0.154214281228282,0.108261177679187,0.168203330854647,0.0714911794715802,0.166273111604033,0.128953177675218
"ZDHHC7","ZDHHC7","grey","grey",0.111955780047968,0.0685501437904828,0.0547011757347463,0.0954117893253278,0.106615605255602,0.090569961327369,0.0701582528252439,0.106886644632284,0.0496137286715312,0.101145070327686,0.0798118467249755
"EMC8","EMC8","grey","grey",0.0938402185982042,0.0692922398769883,0.0583359684704021,0.0767923058414111,0.0867077521019665,0.0776884832191301,0.067464162849686,0.0795443127405746,0.0471381517348796,0.0789524891298125,0.0682404573599401
"COX4I1","COX4I1","oligo2","red",0.0598804333822677,0.159087193815717,0.185208225869706,0.0357174949944945,0.0309201576563314,0.0449657978182913,0.0962967230856858,0.0303074001009124,0.0980883229788009,0.0286254612807776,0.0258233173572874
"FBXO31","FBXO31","grey","grey",0.101881200287369,0.0438805398139535,0.0372312532044685,0.0863837498940951,0.096644184310201,0.0818360139590684,0.0553762955533677,0.0950663794607084,0.0410585666633973,0.0905542498011047,0.0694688584808325
"MAP1LC3B","MAP1LC3B","oligo1","turquoise",0.131217717169988,0.174907695626473,0.127118666094557,0.100670860335701,0.107554389502149,0.0788638628865944,0.137795243608369,0.120849599766225,0.0690166816801062,0.103978543261087,0.0616302738866732
"ZCCHC14","ZCCHC14","grey","grey",0.180750396023086,0.0694685300143754,0.0526313727241351,0.153853882323253,0.17761386728289,0.147124411365835,0.101178893884316,0.171936390358581,0.0547958756313229,0.161960105354561,0.12512814158937
"KLHDC4","KLHDC4","grey","grey",0.136483967573073,0.0603487389435401,0.0507758114374007,0.130283640651902,0.132395194150095,0.125676904237873,0.0756698028631625,0.127168218315967,0.0605889730135858,0.130509517417114,0.115853400592983
"BANP","BANP","grey","grey",0.20670480131729,0.0993843070388697,0.0666647005106873,0.175887933468178,0.202608932639274,0.149222966382289,0.134201428180574,0.216277497728106,0.0547835349879452,0.196349233141284,0.1338013003526
"ZFPM1","ZFPM1","grey","grey",0.0480972321071534,0.0709092711366041,0.0691049948883333,0.0392477421692468,0.0317487671916847,0.030305515354091,0.0580204522203636,0.0364983969530258,0.0494211646253146,0.0331213926682941,0.0277462745943308
"ZC3H18","ZC3H18","grey","grey",0.140347261478021,0.0845779863683788,0.0678919544378352,0.118521420508492,0.128487958711203,0.109237112840708,0.0894442392374954,0.129828210992581,0.068179914494448,0.122987757324387,0.0935988176044795
"MVD","MVD","grey","grey",0.122709196948269,0.098923833149493,0.0929836044091758,0.1170237535898,0.108749662971432,0.101837910882194,0.0877806350447835,0.098919710841607,0.078403604274304,0.108219378100373,0.100109133322921
"GALNS","GALNS","grey","grey",0.10257626161131,0.0588534103414357,0.0508757683194647,0.0910959119610817,0.0960598368697312,0.0861972485034951,0.0611996302909735,0.0967989562583341,0.0477921977433114,0.0913493492098749,0.0744796930677708
"TRAPPC2L","TRAPPC2L","grey","grey",0.0630816891658583,0.0897064303787865,0.0814987572453679,0.0512265311155168,0.0473998682065743,0.0514729748173714,0.0618702764671296,0.0447136553233658,0.0556895718066929,0.0469711388646426,0.0374706992518833
"ACSF3","ACSF3","grey","grey",0.122903045293012,0.055359699270097,0.0461536173718839,0.110146151687596,0.12178366682542,0.10739170675564,0.0655370020985148,0.115764727872973,0.0542205917055219,0.115302851305704,0.0946064548238055
"AC009113.1","AC009113.1","grey","grey",0.0734662096921244,0.0573675701455147,0.0518829354161942,0.0627739145338319,0.0621263388110279,0.0605266066497677,0.0475187148508025,0.0640429036477171,0.05554347321135,0.0616897978981672,0.0527933865536944
"ANKRD11","ANKRD11","grey","grey",0.358810463198953,0.183902818644768,0.145357910288763,0.326493851405942,0.349841059184409,0.299371905563822,0.23358328410981,0.341033939199078,0.131286451014723,0.332685632625082,0.268562392888066
"SPG7","SPG7","grey","grey",0.190044706085742,0.114012955357293,0.105400256198417,0.166724107838518,0.178949785392512,0.17123817483811,0.120120471264686,0.17149436296521,0.10102749554761,0.167720415174139,0.142743121962042
"RPL13","RPL13","oligo1","turquoise",0.147709443086748,0.274751440551442,0.200778599363115,0.100930047304228,0.104882216560534,0.06862596328159,0.198804553139646,0.12912229879782,0.0901653757542134,0.0999819184376309,0.041289703133823
"CHMP1A","CHMP1A","grey","grey",0.0842432565936555,0.0729776538195231,0.0524188930919843,0.0673378404412016,0.0731343598831194,0.0595519044977515,0.0780821390198856,0.0768231081454113,0.0301460204498661,0.0679149995705289,0.0501676053278995
"CDK10","CDK10","grey","grey",0.0858763879746225,0.0584796412898856,0.0520584178183301,0.0789240013319907,0.0788310345073443,0.0741893885977159,0.0596323620397944,0.0755103598603817,0.0452511469360574,0.0778870655191893,0.0655904499030923
"VPS9D1","VPS9D1","grey","grey",0.121938908698455,0.0753368979883868,0.0681386345860171,0.11584699375077,0.112396279795188,0.106657403080128,0.0711171397629939,0.109464770063288,0.0676297864701802,0.115003790663503,0.0979648935785064
"ZNF276","ZNF276","grey","grey",0.145019770891509,0.0838813038458668,0.0761386319881117,0.12828753434773,0.139144905705117,0.130713553760281,0.0929998705589841,0.128002304581264,0.0657757781487416,0.133482537571452,0.111079970348096
"TCF25","TCF25","grey","grey",0.213248263039056,0.12557019628022,0.112901401328061,0.200743283144428,0.194960558747626,0.187717709562472,0.135226968932135,0.187280386804135,0.119183230514835,0.190400460153141,0.17189934631985
"DEF8","DEF8","grey","grey",0.138598356362901,0.0910918817675078,0.0781739118655775,0.137439737369442,0.125563286377199,0.110606383710404,0.0873564610760312,0.128396998212618,0.0699864939674904,0.13423890674435,0.113646863322796
"FAM157C","FAM157C","grey","grey",0.174690606710402,0.0753424968695486,0.0573592835248711,0.161654597775504,0.170110625669614,0.141834427745578,0.109914484625299,0.167904239747538,0.0582801384547213,0.164880041031923,0.13217008965951
"VPS53","VPS53","grey","grey",0.28100857492515,0.113225452637709,0.0946737124202008,0.252757396170156,0.280119819132421,0.24937293636602,0.153204420832335,0.260300161495803,0.104233996132913,0.259576695383137,0.216645574516229
"GLOD4","GLOD4","grey","grey",0.0762831927627907,0.0670099206465092,0.0649438850354215,0.067551249249351,0.0662764795651365,0.0645669195530282,0.0586504019684071,0.0620212354561043,0.0599986413308423,0.0623078418265005,0.0550786042776628
"YWHAE","YWHAE","oligo1","turquoise",0.23540376918476,0.264111756212582,0.192293743191744,0.192783106002895,0.203449587086197,0.169347981499973,0.219034892038362,0.211249424801698,0.119169520729929,0.196689810750927,0.137831895138252
"CRK","CRK","grey","grey",0.14672581978134,0.107274284629116,0.0816815697916213,0.115510621630824,0.132941416125022,0.107404006752345,0.123583088866215,0.140047147810745,0.0586205022008073,0.124847956731298,0.0846617752833477
"INPP5K","INPP5K","grey","grey",0.0808628768782046,0.0637221766302831,0.0584944193163488,0.0660773943219589,0.0697538093469235,0.0623754168886842,0.064798367809953,0.0734639401529675,0.0397362353858752,0.0680093207533343,0.0512137167001847
"PITPNA","PITPNA","grey","grey",0.0956529350217195,0.0544341229850981,0.0433870144786088,0.0804568966254425,0.0864885509610173,0.0799857828436798,0.0521791768299014,0.0791901507074823,0.0483460039753872,0.0785619883411744,0.06662955559286
"PRPF8","PRPF8","grey","grey",0.151519406316738,0.121398759169669,0.102367800366584,0.121529645744082,0.131003009649955,0.120586656334718,0.123332179674478,0.13102535695661,0.0770691979786274,0.120383915124053,0.0931229848208252
"RPA1","RPA1","grey","grey",0.151392488179084,0.0866307648394456,0.0657399133950962,0.126998890319262,0.146408598624423,0.128820388611238,0.0982942141904938,0.137578608216299,0.0597262392669512,0.1333891441749,0.103927473303623
"SMG6","SMG6","grey","grey",0.242584938027967,0.0986608792039951,0.0816105709368667,0.212749068091932,0.240523266651061,0.213695914485123,0.122653086233483,0.223983087994478,0.0983666183428665,0.221235105075291,0.185307743723291
"SRR","SRR","grey","grey",0.0927508631388349,0.0448149097904658,0.0357878318784166,0.0872570981745868,0.088669281870516,0.0797251174444501,0.0524036803355865,0.0832697250507901,0.0435949065609911,0.0809687700923858,0.0712096345754247
"SGSM2","SGSM2","grey","grey",0.0842969143720694,0.0441581768513712,0.0313059802444645,0.0733813092258795,0.0808788207865024,0.0665012097357889,0.05489187404786,0.0810485359138793,0.0241316719172907,0.0805395222559706,0.0593271966814892
"METTL16","METTL16","grey","grey",0.19369780529157,0.0869958086226768,0.0742379995105812,0.162912398308938,0.190215728376394,0.178339187917989,0.10667901760613,0.175727710064461,0.0860017929496084,0.17174056209141,0.143015805009426
"PAFAH1B1","PAFAH1B1","oligo5","yellow",0.361706533395931,0.176483254928947,0.154251451502406,0.321024308810334,0.35546245229418,0.373408321435146,0.197010537970954,0.323259615712538,0.169419192689016,0.32939931763991,0.283191002789558
"SPATA22","SPATA22","oligo8","green",0.114745704283691,0.0643041194087823,0.112701116604467,0.120922082185707,0.0981004883778362,0.187159741946378,0.00489750901676321,0.0522725741580187,0.273047072469974,0.0893726233759885,0.160218834885242
"ASPA","ASPA","oligo5","yellow",0.315850697831142,0.128521177288157,0.140185893981828,0.304402581431838,0.319470242143136,0.371906423670011,0.13256813814005,0.282341727541258,0.206558338771706,0.295586463586939,0.307832668793183
"CTNS","CTNS","grey","grey",0.0814199804836919,0.0518236795449357,0.049955404246008,0.0788032595434757,0.0738799946389469,0.0786326782957544,0.0471372816082052,0.0671232006643893,0.055527787562173,0.0705892035503755,0.0690861543460355
"EMC6","EMC6","oligo1","turquoise",0.0417697743869739,0.122054342384975,0.106873191255996,0.0304784196531042,0.0184915687716293,0.018665447165828,0.0733757973176399,0.0251798217233812,0.0568851600306802,0.0260554063349488,0.0148433000209055
"ITGAE","ITGAE","grey","grey",0.0891203810519,0.0684534745870662,0.0623500901738532,0.0769844185394693,0.0806014606361726,0.0783612379053734,0.0602924338358752,0.0769977424367863,0.0635512462770817,0.0753789233639919,0.0618049970348361
"NCBP3","NCBP3","grey","grey",0.226039937860534,0.108308945259469,0.0935630552420788,0.217556866151208,0.224233759673633,0.215278267999641,0.10979718863306,0.202629503293895,0.10524984836029,0.216321786129169,0.19361583926463
"ZZEF1","ZZEF1","grey","grey",0.24007397495472,0.10356888386791,0.0855330482681094,0.209334254157882,0.239715729413762,0.226714493221731,0.127284556087928,0.215928570756592,0.0962344460499021,0.213672609901793,0.183635365968909
"CYB5D2","CYB5D2","grey","grey",0.118878591173577,0.0926092383884139,0.0831632029948652,0.100829210806511,0.10694151172998,0.104975538014096,0.0889003175425088,0.103146145460296,0.0792280713033136,0.0998062761140308,0.0855788628731745
"ANKFY1","ANKFY1","grey","grey",0.179704228107108,0.0893545164042987,0.0744180942626301,0.153156874991735,0.175274292223352,0.163139016121567,0.106083466329449,0.159306933982596,0.0811797196375209,0.158931745275277,0.130560263050598
"UBE2G1","UBE2G1","grey","grey",0.237443098067123,0.115058571848427,0.0939936556526903,0.220627247534152,0.236489790112371,0.213445677424056,0.13123422438964,0.221719990823637,0.0965463665141742,0.226047705915647,0.188831310712553
"SPNS2","SPNS2","grey","grey",0.227948270400943,0.131738886309602,0.103193832918184,0.218418351156874,0.221558084609081,0.206129926506964,0.144592922627335,0.202030450170928,0.0976435202617504,0.222704993746506,0.187778424668642
"PELP1","PELP1","grey","grey",0.111727358649831,0.0695235954357274,0.0623845111948654,0.100607334631199,0.105124488804233,0.103577756616551,0.0705270142577615,0.0941345723128019,0.0574355323092882,0.0979398375221582,0.0889821902389339
"MED11","MED11","grey","grey",0.0841408741916393,0.0907750049125269,0.0853202895865625,0.0672920855447674,0.0647940752245214,0.0549194450651174,0.0751589998731684,0.0709206419405484,0.0650975230211242,0.0634621851356117,0.0483254579515889
"PSMB6","PSMB6","oligo1","turquoise",0.0497187872213157,0.137116448465912,0.11879023910443,0.0263714181886515,0.0251192003978495,0.0227686018840628,0.0785430303387898,0.0295830966838127,0.0684641130240997,0.0235178751827077,0.0100538713775556
"MINK1","MINK1","grey","grey",0.232588688698452,0.0994506603902151,0.0809921481406721,0.222283439606955,0.2316521985088,0.204022089135127,0.130577257747336,0.221618993818477,0.0927502367511826,0.225900412900605,0.1881464268723
"SLC25A11","SLC25A11","grey","grey",0.0620337964267455,0.100245808814017,0.0914323627613134,0.0376605994957812,0.042735775515936,0.0336927026416296,0.0711497968428632,0.0488201705103919,0.0454344528720166,0.039284580919022,0.0215468395617574
"RNF167","RNF167","grey","grey",0.0832070204309498,0.0886450378279946,0.0832034358559878,0.0722118716362121,0.0685035957716524,0.065414674046196,0.0775433765317496,0.0685578259115003,0.0517519360774197,0.0661818307720347,0.0533012531136411
"PFN1","PFN1","oligo1","turquoise",0.0980735134321201,0.156644253723983,0.116753066430935,0.0758594154871582,0.0742352297222823,0.0577515975368954,0.118939103001289,0.0830993152499592,0.0500546457822276,0.0719320963479307,0.0470236733464903
"SPAG7","SPAG7","grey","grey",0.0582194544077195,0.0781500106682853,0.078054862329139,0.0485266286730958,0.0413965222992972,0.0484636994423197,0.0531889176730073,0.0388616289247525,0.0617365088105802,0.0419246940761128,0.0422451214473629
"CAMTA2","CAMTA2","grey","grey",0.108502143644244,0.0617158796184862,0.0488941964731118,0.0931901707906685,0.0999698489043981,0.0856061094953886,0.0752301577544342,0.101877856130858,0.0495816508471301,0.0961443476067022,0.0718128278927183
